name,description
COUNT  OF THOSE ASSESSED # WITH NORMAL NUTRITIONAL STATUS OTHER,NULL
COUNT  OF THOSE ASSESSED # WITH NORMAL NUTRITIONAL STATUS PRE ART ART,NULL
COUNT  OF THOSE ASSESSED # WITH NORMAL NUTRITIONAL STATUS TB,NULL
COMM NURSES IN POSTS,NULL
CS AIR WAY BREATHING,NULL
CSB++ DELIVERIES RECEIVED IN THE MONTH,NULL
CSB LIKUNI PHALA DELIVERIES RECEIVED IN THE MONTH,NULL
CSB LIKUNI PHALA PACKAGING AND UNIT,NULL
CSB LIKUNI PHALA QUANTITY DISTRIBUTED TO BENEFICIARIES,NULL
CSB LIKUNI PHALA QUANTITY LOST,NULL
CSB LIKUNI PHALA QUANTITY USED FOR COOKING DEMONSTRATION,NULL
CSB LIKUNI PHALA REQUEST FOR THE FOLLOWING MONTH,NULL
CSB LIKUNI PHALA STOCK ON THE FIRST DAY OF THE MONTH,NULL
CSB LIKUNI PHALA STOCK ON THE LAST DAY OF THE MONTH,NULL
CSB++ PACKAGING AND UNITS,NULL
CSB++ QUANTITY DISTRIBUTED TO BENEFICIARIES,NULL
CSB++ QUANTITY LOST,NULL
CSB++ QUANTITY USED FOR COOKING DEMONSTRATION,NULL
CSB++ REQUEST FOR THE FOLLOWING MONTH,NULL
CSB++ STOCK ON THE FIRST DAY OF THE MONTH,NULL
CSB++ STOCK ON THE LAST DAY OF THE MONTH,NULL
CS COMA,NULL
CS CONVULSIONS,NULL
CS DIARRHOEA,NULL
CS DIARRHOEA ADMISSIONS,NULL
CS MALARIA,NULL
CS MALARIA ADMISSIONS,NULL
CS MALNUTRITION,NULL
CS MALNUTRITION ADMISSIONS,NULL
CS MENINGITIS,NULL
CS MENINGITIS ADMISSIONS,NULL
CS NEONATAL SEPSIS ADMISSIONS,NULL
CS N SEPSIS,NULL
CS OTHERS,NULL
CS OTHERS ADMISSIONS,NULL
CS PNEUMONIA,NULL
CS PNEUMONIA ADMISSIONS,NULL
CS PROPORTION OF DEATHS WITHIN 24 HOURS,NULL
CS SEVERE DEHYDRATION,NULL
CS SHOCK,NULL
CUMULATIVE ACTUAL EXPENDITURE PER SUB PROGRAMME TO DATE,NULL
CUMULATIVE DRUG BUDGET,NULL
CUMULATIVE DRUG EXPENDITURE,NULL
DELIVERY BY TRAINED TBA,NULL
DENTAL DECAY ADMISSION,NULL
DENTAL DECAY INPATIENT DEATH,NULL
DENTAL DECAY NEW,NULL
DENTAL SURGEON,NULL
DERMATOLOGIST,NULL
DIABETES DISTRICT HOSPITAL,NULL
DIABETES DISTRICT HOSPITAL,NULL
DIABETES FLIPCHART,NULL
DIABETES HEALTH CENTRE,NULL
DIABETES HEALTH CENTRE,NULL
DIABETES HEALTH POST,NULL
DIABETES HEALTH POST,NULL
DIABETES NONE,NULL
DIABETES # OF COMMUNITY MEETINGS COMMEMORATION DAYS,NULL
DIABETES # OF FILM SHOWS,NULL
DIABETES # OF INTERACTIVE DRAMA SESSIONS,NULL
DIABETES # OF ROAD SHOWS,NULL
DIABETES OTHER,NULL
DIABETES OTHER,NULL
DIABETES POSTERS,NULL
DIABETES RURAL COMM HOSP,NULL
DIABETES RURAL COMM HOSP,NULL
DIABETES TOTAL PROVIDED IN THIS QUARTER,NULL
DIABETES TOTAL PROVIDED IN THIS QUARTER,NULL
DIABETES TV DVDS,NULL
DIARRHOEA DISEASES  NON BLOODY  ADMISSION,NULL
DIARRHOEA DISEASES  NON BLOODY  INPATIENT DEATH,NULL
DIARRHOEA DISEASES  NON BLOODY  UNDER 5 YEARS ADMISSION,NULL
DIARRHOEA NON BLOODY 5 YEARS AND OLDER NEW,NULL
DIPHTHERIA ADMISSION,NULL
DIPHTHERIA INPATIENT DEATH,NULL
DIPHTHERIA NEW,NULL
DISABILITY AND MENTAL ILLNESS DISTRICT HOSPITAL,NULL
DISABILITY AND MENTAL ILLNESSES DISTRICT HOSPITAL,NULL
DISABILITY AND MENTAL ILLNESSES FLIPCHART,NULL
DISABILITY AND MENTAL ILLNESSES HEALTH CENTRE,NULL
DISABILITY AND MENTAL ILLNESSES HEALTH POST,NULL
DISABILITY AND MENTAL ILLNESSES LEAFLETS,NULL
DISABILITY AND MENTAL ILLNESSES NONE,NULL
DISABILITY AND MENTAL ILLNESSES # OF COMMUNITY MEETINGS COMMEMORATION DAYS,NULL
DISABILITY AND MENTAL ILLNESSES # OF FILM SHOWS,NULL
DISABILITY AND MENTAL ILLNESSES # OF INTERACTIVE DRAMA SESSIONS,NULL
DISABILITY AND MENTAL ILLNESSES # OF ROAD SHOWS,NULL
DISABILITY AND MENTAL ILLNESSES OTHER,NULL
DISABILITY AND MENTAL ILLNESSES POSTERS,NULL
DISABILITY AND MENTAL ILLNESSES RURAL COMM HOSP,NULL
DISABILITY AND MENTAL ILLNESSES TOTAL PROVIDED IN THIS QUARTER,NULL
DISABILITY AND MENTAL ILLNESSES TV DVDS,NULL
DISABILITY AND MENTAL ILLNESS HEALTH CENTRE,NULL
DISABILITY AND MENTAL ILLNESS HEALTH POST,NULL
DISABILITY AND MENTAL ILLNESS OTHER,NULL
DISABILITY AND MENTAL ILLNESS RURAL COMM HOSP,NULL
DISABILITY AND MENTAL ILLNESS TOTAL# PROVIDED IN THIS QUARTER,NULL
DOCTORS IN POSTS,NULL
D  OF THOSE ASSESSED # WITH OVERWEIGHT OBESE ANC PMTC,NULL
D  OF THOSE ASSESSED # WITH OVERWEIGHT OBESE OPD,NULL
D  OF THOSE ASSESSED # WITH OVERWEIGHT OBESE OTHER,NULL
D  OF THOSE ASSESSED # WITH OVERWEIGHT OBESE PRE ART ART,NULL
D  OF THOSE ASSESSED # WITH OVERWEIGHT OBESE TB,NULL
DT ABSCESS,NULL
DT BURKITTS LYMPHOMA,NULL
DT CANCRUM ORIS NOMA,NULL
DT CELLULITIS,NULL
DT CLEFT PALATE & LIP,NULL
DT CROWNS AND BRIDGES,NULL
DT GINGIVAL EPULIS,NULL
DT LUDWIGS ANGINA,NULL
DT NUMBER OF DENTAL CARIES CASES,NULL
DT NUMBER OF PERIODONTAL CASES,NULL
DT NUMBER OF TOOTH EXTRACTIONS,NULL
DT NUMBER OF TOOTH FEELINGS,NULL
DT ORTHODONTICS,NULL
DT OTHER DENTAL CONDITIONS,NULL
DT PAROTITIS,NULL
DT PATIENTS REFERRED IN,NULL
DT PATIENTS REFERRED OUT,NULL
DT SCALING POLISHING,NULL
DT TB ADENITIS,NULL
DT TONSILITIS,NULL
DT TOTAL NUMBER OF PATIENTS ADMITTED,NULL
DT TOTAL NUMBER OF PATIENTS SEEN,NULL
DT TRAUMA CASES AVULSION,NULL
DT TRAUMA CASES HARD TISSUE,NULL
DT TRAUMA CASES MAXILLA,NULL
DT TRAUMA CASES SOFT TISSUE,NULL
DT TRAUMA CASES TEETH,NULL
DYSENTERY ADMISSION,NULL
DYSENTERY UNDER 5 YEARS ADMISSION,NULL
DYSENTERY UNDER 5 YEARS INPATIENT DEATH,NULL
EAR INFECTION ADMISSION,NULL
EAR INFECTION INPATIENT DEATH,NULL
EBOLA ADMISSION,NULL
EBOLA INPATIENT DEATH,NULL
EC CONFIRMED INFECTED,NULL
EC CONFIRMED UNINFECTED,NULL
EC CONTINUE FOLLOW UP,NULL
EC DEFAULTED,NULL
EC DIED,NULL
EC DISCHARGED UNINFECTED,NULL
EC NOT CONFIRMED PSHD ÀART,NULL
EC NOT CONF NOT ELIGIBLE FOR ART,NULL
EC NOT ON CPT,NULL
EC ON CPT,NULL
EC STARTED ART,NULL
EC TOTAL REGISTERED IN BIRTH COHORT,NULL
EC TRANSFERRED OUT,NULL
EH AIR POLLUTION HOUSEHOLDS WITH SATISFACTORY MEASURES,NULL
EH AIR POLLUTION NUMBER OF HOUSEHOLDS,NULL
EH ATTACK RATE,NULL
EH BOREHOLES IN DISTRICT,NULL
EH BOREHOLES TESTED FOR FAECO CONTAMINATION,NULL
EH BOREHOLES TESTED NEGATIVE,NULL
EH CASE FATALITY RATE,NULL
EH CASES IN OUTBREAK,NULL
EH DEATHS,NULL
EH DISASTERS OCCURRED,NULL
EH DISASTERS RESPONDED TIMELY,NULL
EH ENVIRONMENTAL HEALTH HAZARD,NULL
EH ENVIRONMENTAL HEALTH HAZARD ASSESSED,NULL
EH FOOD BORNE DISEASE OUTBREAK AND CONDITIONS,NULL
EH FOOD BORNE DISEASE OUTBREAK AND CONDITIONS INVESTIGATED,NULL
EH FOOD CONDEMNED,NULL
EH FOOD ESTABLISHMENT COMPLYING MEDICAL EXAMINATION REQUIREMENTS,NULL
EH FOOD HANDLERS IN DISTRICT,NULL
EH FOOD HANDLERS ROUTINE MEDICAL EXAMINATION,NULL
EH FOOD HANDLERS SATISFYING MEDICAL FITNESS,NULL
EH FOOD INSPECTED,NULL
EH FORMAL FOOD ESTABLISHMENTS IN DISTRICT,NULL
EH FORMAL FOOD ESTABLISHMENTS INSPECTED,NULL
EH FORMAL FOOD ESTABLISHMENTS SATISFACTORY,NULL
EH FUNCTIONAL COORDINATION COMMITTEES,NULL
EH HCWM CHAM FACILITIES,NULL
EH HCWM CHAM FACILITIES COMPLYING,NULL
EH HCWM HEALTH FACILITIES,NULL
EH HCWM HEALTH FACILITIES COMPLYING,NULL
EH HCWM MOH FACILITIES,NULL
EH HCWM MOH FACILITIES COMPLYING,NULL
EH HCWM PRIVATE FACILITIES,NULL
EH HCWM PRIVATE FACILITIES COMPLYING,NULL
EH HEALTH AUDIT PROJECTS ASSESSED,NULL
EH HEALTH AUDIT PROJECTS PASSED,NULL
EH HEALTH AUDIT PROJECTS UNDERWAY,NULL
EH HEALTH FACILITIES IN DISTRICT,NULL
EH HEALTH FACILITIES WITH ADEQUATE SANITORY FACILITIES,NULL
EH HIA PROJECTS ASSESSED,NULL
EH HIA PROJECTS PASSED,NULL
EH HIA PROJECTS PROPOSED,NULL
EH HIA PROJECTS PROPOSED OR UNDERWAY,NULL
EH HOUSEHOLD SAMPLES TESTED COLIFORM NEGATIVE,NULL
EH HOUSEHOLD SAMPLES TESTED FOR COLIFORMS,NULL
EH HOUSEHOLD SAMPLES WITH RESIDUAL CHLORINE,NULL
EH HOUSEHOLDS IN DISTRICT,NULL
EH HOUSEHOLDS OWNING AND USING IMPROVED SANITORY FACILITIES,NULL
EH HOUSEHOLDS SAMPLED,NULL
EH HOUSEHOLDS WITH FUNCTIONING HANDWASHING FACILITIES WITH SOAP,NULL
EH KIOSKS IN DISTRICT,NULL
EH KIOSKS SHOWED PRESENCE OF CHLORINE,NULL
EH KIOSKS TESTED FOR FAECO CONTAMINATION,NULL
EH KIOSKS TESTED FOR RESIDIAL FREE CHLORINE,NULL
EH KIOSKS TESTED NEGATIVE,NULL
EH MARKETS IN DISTRICT,NULL
EH MARKETS WITH SANITORY FACILITIES,NULL
EH NEW SETTLEMENTS,NULL
EH NEW SETTLEMENTS ASSESSED,NULL
EH NEW SETTLEMENTS COMPLYING H&S GUIDELINES,NULL
EH ODF VILLAGES DIVERSIFYING SANITORY TECHNOLOGY,NULL
EH OUTBREAKS OCCURRED,NULL
EH OUTBREAKS RESPONDED TIMELY AND PROMPTLY,NULL
EH PORTS IMPLEMENTING ALL CORE CAPACITIES,NULL
EH PORTS IN DISTRICT,NULL
EH PROPER WASTED MANAGEMENT INDUSTRIES,NULL
EH PROTECTED SHALLOW WELLS,NULL
EH PROTECTED SHALLOW WELLS TESTED,NULL
EH PROTECTED SHALLOW WELLS TESTED NEGATIVE,NULL
EH PROTECTED SPRINGS,NULL
EH PROTECTED SPRINGS TESTED,NULL
EH PROTECTED SPRINGS TESTED NEGATIVE,NULL
EH SATISFACTORY WORKPLACES,NULL
"EHS  WASHE ",NULL
EH VILLAGES DECLARED FOR ODF,NULL
EH VILLAGES IMPLEMENTING SUSTAINABLE VECTOR CONTROL INTERVENTIONS,NULL
EH VILLAGES IN DISTRICT,NULL
EH VILLAGES LOST ODF STATUS,NULL
EH VILLAGES TRIGGERED FOR LATRINE CONSTRUCTION,NULL
EH WASTED MANAGEMENT INDUSTRIES INSPECTED,NULL
EH WASTE MANAGEMENT IMPROVED INDUSTRIES,NULL
EH WORKPLACES IN DISTRICT,NULL
EH WORKPLACES INSPECTED,NULL
EH ZOONOTIC CASE FATALITY RATE,NULL
EH ZOONOTIC CASES,NULL
EH ZOONOTIC DEATHS,NULL
EH ZOONOTIC INCIDENCE,NULL
ENROLLED MIDWIFE IN POST,NULL
ENVIRONMENTAL HEALTH OFFICERS IN POST,NULL
EPI 12 59 MONTHS MONTHLY TARGET OUTREACH,NULL
EPI 12 59 MONTHS MONTHLY TARGET STATIC,NULL
EPI 12 59 MONTHS NUMBER OF SUPPLEMENTED OUTREACH,NULL
EPI 12 59 MONTHS NUMBER OF SUPPLEMENTED STATIC,NULL
EPI 6 11 MONTHS MONTHLY TARGET OUTREACH,NULL
EPI 6 11 MONTHS MONTHLY TARGET STATIC,NULL
EPI 6 11 MONTHS NUMBER OF SUPPLEMENTED OUTREACH,NULL
EPI 6 11 MONTHS NUMBER OF SUPPLEMENTED STATIC,NULL
EPI ACUTE FLACCID PARALYSIS  AFP  NUMBER OF CASES,NULL
EPI ACUTE FLACCID PARALYSIS  AFP  NUMBER OF CASES INVESTIGATED,NULL
EPI AGE OVER 1 FULLY IMMUNIZED CHILDREN O REACH,NULL
EPI AGE OVER 1 FULLY IMMUNIZED CHILDREN STATIC,NULL
EPI AGE OVER 1 MEASLES O REACH,NULL
EPI AGE OVER 1 MEASLES STATIC,NULL
EPI AGE OVER 1 MONTHLY TARGET BCG OPV,NULL
EPI AGE OVER 1 MONTHLY TARGET DPT HEPB HIB1 DPT HEPB HIB2 DPT HEPB HIB3,NULL
EPI AGE OVER 1 MONTHLY TARGET FULLY IMMUNIZED CHILDREN,NULL
EPI AGE OVER 1 MONTHLY TARGET MEASLES,NULL
EPI AGE OVER 1 MONTHLY TARGET OPV1 OPV2 OPV3,NULL
EPI AGE OVER 1 MONTHLY TARGET PCV1 PCV2 PCV3,NULL
EPI AGE OVER 1 MONTHLY TARGET PROTECTION AT BIRTH,NULL
EPI AGE OVER 1 MONTHLY TARGET ROTA,NULL
EPI AGE OVER 1 PCV1 OUTREACH,NULL
EPI AGE OVER 1 PCV2 O REACH,NULL
EPI AGE OVER 1 PCV2 STATIC,NULL
EPI AGE OVER 1 PCV3 O REACH,NULL
EPI AGE OVER 1 PCV3 STATIC,NULL
EPI AGE OVER1 PROTECTION AT BIRTH O REACH,NULL
EPI AGE OVER1 PROTECTION AT BIRTH STATIC,NULL
EPI AGE OVER1 ROTA1 O REACH,NULL
EPI AGE OVER1 ROTA1 STATIC,NULL
EPI AGE OVER1 ROTA2 O REACH,NULL
EPI AGE OVER1 ROTA2 STATIC,NULL
EPI AGE OVER PCV1 STATIC,NULL
EPI AGE UNDER 1 FULLY IMMUNIZED CHILDREN O REACH,NULL
EPI AGE UNDER 1 FULLY IMMUNIZED CHILDREN STATIC,NULL
EPI AGE UNDER 1 MEASLES O REACH,NULL
EPI AGE UNDER 1 MEASLES STATIC,NULL
EPI AGE UNDER 1 MONTHLY TARGET BCG OPV,NULL
EPI AGE UNDER 1 MONTHLY TARGET DPT HEPB HIB1 DPT HEPB HIB2 DPT HEPB HIB3,NULL
EPI AGE UNDER 1 MONTHLY TARGET FULLY IMMUNIZED CHILDREN,NULL
EPI AGE UNDER 1 MONTHLY TARGET MEASLES,NULL
EPI AGE UNDER 1 MONTHLY TARGET OPV1 OPV2 OPV3,NULL
EPI AGE UNDER 1 MONTHLY TARGET PCV1 PCV2 PCV3,NULL
EPI AGE UNDER 1 MONTHLY TARGET PROTECTION AT BIRTH,NULL
EPI AGE UNDER 1 MONTHLY TARGET ROTA,NULL
EPI AGE UNDER 1 PCV1 O REACH,NULL
EPI AGE UNDER 1 PCV1 STATIC,NULL
EPI AGE UNDER 1 PCV2 O REACH,NULL
EPI AGE UNDER 1 PCV2 STATIC,NULL
EPI AGE UNDER 1 PCV3 O REACH,NULL
EPI AGE UNDER 1 PCV3 STATIC,NULL
EPI AGE UNDER1 PROTECTION AT BIRTH O REACH,NULL
EPI AGE UNDER 1 PROTECTION AT BIRTH STATIC,NULL
EPI AGE UNDER1 ROTA1 O REACH,NULL
EPI AGE UNDER1 ROTA1 STATIC,NULL
EPI AGE UNDER1 ROTA2 O REACH,NULL
EPI AGE UNDER1 ROTA2 STATIC,NULL
EPI BCG CASES,NULL
EPI BCG DOSES DISCARDED  B  OUTREACH,NULL
EPI BCG DOSES DISCARDED  B  STATIC,NULL
EPI BCG DOSES USED  A  OUTREACH,NULL
EPI BCG DOSES USED  A  STATIC,NULL
EPI BCG O REACH AGE OVER 1,NULL
EPI BCG O REACH AGE UNDER 1,NULL
EPI BCG STATIC AGE OVER 1,NULL
EPI BCG STATIC AGE UNDER 1,NULL
"EPI CANCELED IMMUNIZATION SESSIONS  OUTREACH ",NULL
"EPI CANCELED IMMUNIZATION SESSIONS  STATIC ",NULL
EPI DPT HEPB HIB1 O REACH AGE OVER 1,NULL
EPI DPT HEPB HIB1 O REACH AGE UNDER 1,NULL
EPI DPT HEPB HIB1 STATIC AGE OVER 1,NULL
EPI DPT HEPB HIB1 STATIC AGE UNDER 1,NULL
EPI DPT HEPB HIB2 O REACH AGE OVER 1,NULL
EPI DPT HEPB HIB2 O REACH AGE UNDER 1,NULL
EPI DPT HEPB HIB2 STATIC AGE OVER 1,NULL
EPI DPT HEPB HIB2 STATIC AGE UNDER 1,NULL
EPI DPT HEPB HIB3 O REACH AGE OVER 1,NULL
EPI DPT HEPB HIB3 O REACH AGE UNDER 1,NULL
EPI DPT HEPB HIB3 STATIC AGE OVER 1,NULL
EPI DPT HEPB HIB3 STATIC AGE UNDER 1,NULL
EPI DPT HEPB HIB CASES,NULL
EPI DPT HEPB HIB DOSES DISCARDED  B  OUTREACH,NULL
EPI DPT HEPB HIB DOSES DISCARDED  B  STATIC,NULL
EPI DPT HEPB HIB DOSES USED  A  OUTREACH,NULL
EPI DPT HEPB HIB DOSES USED  A  STATIC,NULL
EPILEPSY ADMISSION,NULL
EPILEPSY INPATIENT DEATH,NULL
EPILEPSY NEW,NULL
EPI MEASLES CASES,NULL
EPI MEASLES DOSES DISCARDED  B  OUTREACH,NULL
EPI MEASLES DOSES DISCARDED  B  STATIC,NULL
EPI MEASLES DOSES USED  A  OUTREACH,NULL
EPI MEASLES DOSES USED  A  STATIC,NULL
EPI NEONATAL TETANUS  NNT  NUMBER OF CASES,NULL
EPI NEONATAL TETANUS  NNT  NUMBER OF CASES INVESTIGATED,NULL
EPI OPV 0 O REACH AGE OVER 1,NULL
EPI OPV 0 O REACH AGE UNDER 1,NULL
EPI OPV 0 STATIC AGE OVER 1,NULL
EPI OPV 0 STATIC AGE UNDER 1,NULL
EPI OPV1 O REACH AGE OVER 1,NULL
EPI OPV1 O REACH AGE UNDER 1,NULL
EPI OPV1 STATIC AGE OVER 1,NULL
EPI OPV1 STATIC AGE UNDER 1,NULL
EPI OPV2 O REACH AGE OVER 1,NULL
EPI OPV2 O REACH AGE UNDER 1,NULL
EPI OPV2 STATIC AGE OVER 1,NULL
EPI OPV2 STATIC AGE UNDER 1,NULL
EPI OPV3 O REACH AGE OVER 1,NULL
EPI OPV3 O REACH AGE UNDER 1,NULL
EPI OPV3 STATIC AGE OVER 1,NULL
EPI OPV3 STATIC AGE UNDER 1,NULL
EPI OPV CASES,NULL
EPI OPV DOSES DISCARDED  B  OUTREACH,NULL
EPI OPV DOSES DISCARDED  B  STATIC,NULL
EPI OPV DOSES USED  A  OUTREACH,NULL
EPI OPV DOSES USED  A  STATIC,NULL
EPI PCV CASES,NULL
EPI PCV DOSES DISCARDED  B  OUTREACH,NULL
EPI PCV DOSES DISCARDED  B  STATIC,NULL
EPI PCV DOSES USED  A  OUTREACH,NULL
EPI PCV DOSES USED  A  STATIC,NULL
"EPI PLANNED IMMUNIZATION SESSIONS  OUTREACH ",NULL
"EPI PLANNED IMMUNIZATION SESSIONS  STATIC ",NULL
EPI POSTNATAL MOTHERS MONTHLY TARGET OUTREACH,NULL
EPI POSTNATAL MOTHERS MONTHLY TARGET STATIC,NULL
EPI POSTNATAL MOTHERS NUMBER SUPPLEMENTED OUTREACH,NULL
EPI POSTNATAL MOTHERS NUMBER SUPPLEMENTED STATIC,NULL
EPI REASONS FOR CANCELLATION,NULL
EPI ROTA,NULL
EPI SUSPECTED MEASLES CASES NUMBER OF CASES,NULL
EPI SUSPECTED MEASLES NUMBER OF CASES INVESTIGATED,NULL
EPI SUSPECTED MEASLES NUMBER OF DEATHS DUE TO MEASLES,NULL
EPI TT CASES,NULL
EPI TT DOSES DISCARDED  B  OUTREACH,NULL
EPI TT DOSES DISCARDED  B  STATIC,NULL
EPI TT DOSES USED  A  OUTREACH,NULL
EPI TT DOSES USED  A  STATIC,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT1,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT2,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT2+,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT3,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT4,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT5,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT1,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT2,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT2+,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT3,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT4,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT5,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT1,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT2,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT2+,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT3,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT4,NULL
EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT5,NULL
EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT1,NULL
EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT2,NULL
EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT2+,NULL
EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT3,NULL
EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT4,NULL
EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT5,NULL
EPI TT FOR PREGNANT WOMEN O REACH TT1,NULL
EPI TT FOR PREGNANT WOMEN O REACH TT2,NULL
EPI TT FOR PREGNANT WOMEN O REACH TT2+,NULL
EPI TT FOR PREGNANT WOMEN O REACH TT3,NULL
EPI TT FOR PREGNANT WOMEN O REACH TT4,NULL
EPI TT FOR PREGNANT WOMEN O REACH TT5,NULL
EPI TT FOR PREGNANT WOMEN STATIC TT1,NULL
EPI TT FOR PREGNANT WOMEN STATIC TT2,NULL
EPI TT FOR PREGNANT WOMEN STATIC TT2+,NULL
EPI TT FOR PREGNANT WOMEN STATIC TT3,NULL
EPI TT FOR PREGNANT WOMEN STATIC TT4,NULL
EPI TT FOR PREGNANT WOMEN STATIC TT5,NULL
ES BENIGN OESOPHAGEAL STRICTURE,NULL
ES BRONCHOSCOPY,NULL
ES CANCER NEW,NULL
ES CANDIDA,NULL
ES COLONOSCOPY,NULL
ES DUDDENITIS,NULL
ES GASTRIC TUMOUR,NULL
ES GASTRITIS,NULL
ES HIATUS HERNIA,NULL
ES INDUCED SPUTUM,NULL
ES LARYNGOSCOPY,NULL
ES NUMBER OF OPD ATTENDANCE,NULL
ES NUM OF PATIENTS SEEN IN SPEACILIST CLINIC,NULL
ES OTHER GASTROSCOPY PROCEDURES,NULL
ES PATIENTS SEEN WITH 4 WKS OF APPOINTMT,NULL
ES PYLORIC STENOSIS,NULL
ES REFLUX OESOPHAGITIS,NULL
ES SPIROMETERY,NULL
ES STOMACH HEAMORRAGE,NULL
ES TOTAL PATIENTS SEEN IN ENDOSCOPY,NULL
ES ULCERS NEW,NULL
ES VARICES,NULL
ETAT AC AIR WAY BREATHING,NULL
ETAT AC COMA,NULL
ETAT AC CONVULSIONS,NULL
ETAT AC DIARRHOEA,NULL
ETAT AC MALARIA,NULL
ETAT AC MALNUTRITION,NULL
ETAT AC MENINGITIS,NULL
ETAT AC NEONATAL,NULL
ETAT AC OTHERS,NULL
ETAT AC PNEUMONIA,NULL
ETAT AC SEVERE DEHYDRATION,NULL
ETAT AC SHOCK,NULL
ETAT CD DIARRHOEA,NULL
ETAT CD MALARIA,NULL
ETAT CD MALNUTRITION,NULL
ETAT CD MENINGITIS,NULL
ETAT CD NEONATAL SEPSIS,NULL
ETAT CD OTHERS,NULL
ETAT CD PNEUMONIA,NULL
EXPECTED DELIVERIES,NULL
EXPECTED EOC CASES,NULL
EXPECTED PREGNANT WOMEN,NULL
EY ABSCESS,NULL
EY CASES SCREENED,NULL
EY CATARACT,NULL
EY CATARACT SURGERY,NULL
EY CONDITIONS BY GENDER OTHER,NULL
EY CONJUNCTIVITUS,NULL
EY CORNEAL PERFORATION,NULL
EY CORNEAL REPAIR,NULL
EY CORNEAL ULCER,NULL
EY CORTICAL BLINDENESS,NULL
EY CYSTIC GROWTH,NULL
EY DEMOLD CYST,NULL
EY DISCARGING SINUS,NULL
EY ECCE + IOL,NULL
EY ECCE SURGERY,NULL
EY ENUCL EVISCERS,NULL
EY EXCISED TUMOURS,NULL
EY GLAUCOMA,NULL
EY HAEMORRAGE,NULL
EY HEODEOLUM,NULL
EY HYPHAEMA,NULL
EY NUMBER OF ADMISSIONS,NULL
EY NUMBER OF ADMISSIONS AGE,NULL
EY NUMBER OF OPD CASES SCREENED AGE,NULL
EY NUMBER OF PATIENTS DISCHARGED AGE,NULL
EY NUMBER OF SURGICAL CONDITIONS AGE,NULL
EY NUMBER OF SURGICAL CONDITIONS GENDER,NULL
EY NUM OF OPD CASES SCREENED,NULL
EY NUM OF PATIENTS DISCHARGED,NULL
EY NUM OF SURGICAL CONDITIONS,NULL
EY OPTIC ATROPHY,NULL
EY ORBITAL CELLULITIS,NULL
EY OTHER,NULL
EY OTHER AGE,NULL
EY PANOPTHMITIS,NULL
EY PHACO SURGERY,NULL
EY PROTRUSION OF THE EYE GLOBE,NULL
EY PULURAT,NULL
EY RETINO BLASTOMA,NULL
EY STI,NULL
EY STROMA FB,NULL
EY TOTAL NUMBER OF CASE TREATED AGE,NULL
EY TOTAL NUM OF CASE TREATED,NULL
EY TRACHOMA,NULL
EY TUMOUR,NULL
F 100 DELIVERIES RECEIVED IN THE MONTH,NULL
F 100 PACKAGING AND UNIT,NULL
F 100 QUANTITY DISTRIBUTED TO BENEFICIARIES,NULL
F 100 QUANTITY LOST,NULL
F 100 QUANTITY USED FOR COOKING DEMONSTRATION,NULL
F 100 REQUEST FOR THE FOLLOWING MONTH,NULL
F 100 STOCK ON THE FIRST DAY OF THE MONTH,NULL
F 100 STOCK ON THE FIRST DAY OF THE MONTH,NULL
F 100 STOCK ON THE LAST DAY OF THE MONTH,NULL
F 75 DELIVERIES RECEIVED IN THE MONTH,NULL
F 75 PACKAGING AND UNIT,NULL
F 75 QUANTITY DISTRIBUTED TO BENEFICIARIES,NULL
F 75 QUANTITY LOST,NULL
F 75 QUANTITY USED FOR COOKING DEMONSTRATION,NULL
F 75 REQUEST FOR THE FOLLOWING MONTH,NULL
F 75 STOCK ON THE FIRST DAY OF THE MONTH,NULL
