name,description
EPI OPV 0 Static Age Under 1,
EPI OPV1 O/reach Age Over 1,
EPI OPV1 O/reach Age Under 1,
EPI OPV1 Static Age Over 1,
EPI OPV1 Static Age Under 1,
EPI OPV2 O/reach Age Over 1,
EPI OPV2 O/reach Age Under 1,
EPI OPV2 Static Age Over 1,
EPI OPV2 Static Age Under 1,
EPI OPV3 O/reach Age Over 1,
EPI OPV3 O/reach Age Under 1,
EPI OPV3 Static Age Over 1,
EPI OPV3 Static Age Under 1,
EPI OPV Cases,
EPI OPV Doses Discarded (B) Outreach,
EPI OPV Doses Discarded (B) Static,
EPI OPV Doses Used (A) Outreach,
EPI OPV Doses Used (A) Static,
EPI PCV Cases,
EPI PCV Doses Discarded (B) Outreach,
EPI PCV Doses Discarded (B) Static,
EPI PCV Doses Used (A) Outreach,
EPI PCV Doses Used (A) Static,
EPI Planned immunization sessions (Outreach),
EPI Planned immunization sessions (Static),
EPI Postnatal mothers Monthly Target Outreach,
EPI Postnatal mothers Monthly Target Static,
EPI Postnatal mothers Number supplemented Outreach,
EPI Postnatal mothers Number supplemented Static,
EPI Reasons for cancellation,
EPI ROTA,
EPI Suspected Measles Cases Number of cases,
EPI Suspected Measles Number of cases investigated,
EPI Suspected Measles Number of deaths due to measles,
EPI TT Cases,
EPI TT Doses Discarded (B) Outreach,
EPI TT Doses Discarded (B) Static,
EPI TT Doses Used (A) Outreach,
EPI TT Doses Used (A) Static,
EPI TT for non-pregnant women of CBA Monthly Target TT1,
EPI TT for non-pregnant women of CBA Monthly Target TT2,
EPI TT for non-pregnant women of CBA Monthly Target TT2+,
EPI TT for non-pregnant women of CBA Monthly Target TT3,
EPI TT for non-pregnant women of CBA Monthly Target TT4,
EPI TT for non-pregnant women of CBA Monthly Target TT5,
EPI TT for non-pregnant women of CBA O/reach TT1,
EPI TT for non-pregnant women of CBA O/reach TT2,
EPI TT for non-pregnant women of CBA O/reach TT2+,
EPI TT for non-pregnant women of CBA O/reach TT3,
EPI TT for non-pregnant women of CBA O/reach TT4,
EPI TT for non-pregnant women of CBA O/reach TT5,
EPI TT for non-pregnant women of CBA Static TT1,
EPI TT for non-pregnant women of CBA Static TT2,
EPI TT for non-pregnant women of CBA Static TT2+,
EPI TT for non-pregnant women of CBA Static TT3,
EPI TT for non-pregnant women of CBA Static TT4,
EPI TT for non-pregnant women of CBA Static TT5,
EPI TT for pregnant women Monthly Target TT1,
EPI TT for pregnant women Monthly Target TT2,
EPI TT for pregnant women Monthly Target TT2+,
EPI TT for pregnant women Monthly Target TT3,
EPI TT for pregnant women Monthly Target TT4,
EPI TT for pregnant women Monthly Target TT5,
EPI TT for pregnant women O/reach TT1,
EPI TT for pregnant women O/reach TT2,
EPI TT for pregnant women O/reach TT2+,
EPI TT for pregnant women O/reach TT3,
EPI TT for pregnant women O/reach TT4,
EPI TT for pregnant women O/reach TT5,
EPI TT for pregnant women Static TT1,
EPI TT for pregnant women Static TT2,
EPI TT for pregnant women Static TT2+,
EPI TT for pregnant women Static TT3,
EPI TT for pregnant women Static TT4,
EPI TT for pregnant women Static TT5,
ES Benign Oesophageal Stricture,
ES Bronchoscopy,
ES Cancer - New,
ES Candida,
ES Colonoscopy,
ES Duddenitis,
ES Gastric Tumour,
ES Gastritis,
ES Hiatus Hernia,
ES Induced Sputum,
ES Laryngoscopy,
ES Number of OPD Attendance,
ES Num of patients seen in speacilist clinic,
ES Other gastroscopy procedures,
ES Patients seen with 4 wks of appointmt,
ES Pyloric Stenosis,
ES Reflux oesophagitis,
ES Spirometery,
ES Stomach Heamorrage,
ES Total Patients seen in Endoscopy,
ES Ulcers - New,
ES Varices,
ETAT AC Air Way/Breathing,
ETAT AC Coma,
ETAT AC Convulsions,
ETAT AC Diarrhoea,
ETAT AC Malaria,
ETAT AC Malnutrition,
ETAT AC Meningitis,
ETAT AC Neonatal,
ETAT AC Others,
ETAT AC Pneumonia,
ETAT AC Severe dehydration,
ETAT AC Shock,
ETAT CD Diarrhoea,
ETAT CD Malaria,
ETAT CD Malnutrition,
ETAT CD Meningitis,
ETAT CD Neonatal Sepsis,
ETAT CD Others,
ETAT CD Pneumonia,
Expected deliveries,
Expected EOC cases,
Expected pregnant women,
EY Abscess,
EY Cases screened,
EY Cataract,
EY Cataract surgery,
EY Conditions by Gender - other ,
EY Conjunctivitus,
EY Corneal perforation,
EY Corneal repair,
EY Corneal ulcer,
EY Cortical blindeness,
EY Cystic growth,
EY Demold Cyst,
EY Discarging sinus,
EY ECCE + IOL,
EY ECCE Surgery,
EY Enucl/Eviscers,
EY Excised Tumours,
EY Glaucoma,
EY Haemorrage,
EY Heodeolum,
EY Hyphaema,
EY Number of Admissions,
EY Number of Admissions - age,
EY Number of OPD cases screened - age,
EY Number of patients discharged - age,
EY Number of Surgical Conditions - age,
EY Number of Surgical Conditions - gender,
EY Num of OPD cases screened,
EY Num of patients discharged,
EY Num of Surgical Conditions,
EY Optic atrophy,
EY Orbital cellulitis,
EY Other,
EY Other - age,
EY Panopthmitis,
EY PHACO Surgery,
EY Protrusion of the eye globe,
EY Pulurat,
EY Retino Blastoma,
EY STI,
EY Stroma FB,
EY Total  number of case treated - age,
EY Total  num of case treated ,
EY Trachoma,
EY Tumour,
F-100- Deliveries received in the month,
F-100-packaging and unit,
F-100- Quantity distributed to beneficiaries,
F-100- Quantity lost,
F-100- Quantity used for cooking demonstration,
F-100- request for the following month,
F-100- stock on the first day of the month,
F-100-stock on the first day of the month,
F-100- stock on the last day of the month,
F-75-Deliveries received in the month,
F-75-packaging and unit,
F-75-Quantity distributed to beneficiaries,
F-75-Quantity lost,
F-75-Quantity used for cooking demonstration,
F-75-Request for the following month,
F-75-Stock on the first day of the month,
F-75-Stock on the last day of the month,
family planning -district hospital,
family planning -flipchart,
family planning -health centre,
family planning -health post,
family planning -leaflets,
family planning -none,
family planning -# of community meetings/commemoration days,
family planning -# of film shows,
family planning -# of interactive drama sessions,
family planning -# of road shows,
family planning -other,
family planning -posters,
family planning -rural/comm hosp,
family planning -total provided in this quarter,
family planning -total# provided in this quarter,
family planning -TV/DVDs,
FIN Budget during the month,
FIN Cumulative (Year to date ) drug expenditure,
FIN Cumulative (Year to date) ORT Administration,
FIN Cumulative (Year to date) ORT expenditure ,
FIN Drugs budget,
FIN Drugs Expenditure,
FIN Income generation budget,
FIN Income (locally generated),
FIN ORT Budget during the month,
FIN ORT Expenditure- Administration,
FIN ORT Expenditure - all program,
FIN Salaries budget,
FIN Total Annual budget,
FIN Total Funding Received ,
FIN Total ORT Expenditure,
FM Num of all vehicles functionin during the month,
FM Num of ambulances functioning during the month,
FM Total Estimated Cost of Vehicle Repairs incurred ,
FM Total number of all vehicles,
FM Total number of ambulances,
FM Tot. fuel consumption for all ambulances during the month,
FM Tot fuel consumption for all vehicles during the month,
FP 0 Ceasarian section,
FP 0 Combined oral,
FP 0 Combined Projestrin only,
FP 0 Emergency contraceptives,
FP 0 Female Condom,
FP 0 Female Condom Back Up,
FP 0 Implants (Implanon) Insertion,
FP 0 Implants (Implanon) Removal,
FP 0 Implants (Jadelle) Insertion,
FP 0 Implants (Jadelle) Removal,
FP 0 Injectable Depoprovera,
FP 0 Interval,
FP 0 IUCD,
FP 0 Jadelle Norplat,
FP 0 LAM,
FP 0 Male Condom,
FP 0 Male Condom Back Up,
FP 0 Natural Methods,
FP 0 Post partum,
FP 0 Progestrin only,
FP 0 Tubal Ligation,
FP 0 Vasectomy,
FP 1 Ceasarian section,
FP 1 Combined oral,
FP 1 Emergency contraceptives,
FP 1 Female Condom,
FP 1 Female Condom Back Up,
FP 1 Implants (Implanon) Insertion,
FP 1 Implants (Implanon) Removal,
FP 1 Implants (Jadelle) Insertion,
FP 1 Implants (Jadelle) Removal,
FP 1 Injectable Depoprovera,
FP 1 Interval,
FP 1 IUCD,
FP 1 Jadelle Norplat,
FP 1 LAM,
FP 1 Male Condom,
FP 1 Male Condom Back Up,
FP 1 Natural Methods,
FP 1 Post partum,
FP 1 Progestrin only,
FP 1 Tubal Ligation,
FP 1 Vasectomy,
FP 20-24 Ceasarian section,
FP 20-24 Combined Oral,
FP 20-24 Emergency Contraceptives,
FP 20-24 Female Condom,
FP 20-24 Female Condom Backup,
FP 20-24 Implants (Implanon) Insertion,
FP 20-24 Implants (Implanon) Removal,
FP 20-24 Implants (Jadelle) Insertion,
FP 20-24 Implants (Jadelle) Removal,
FP 20-24 Injectable Depoprovera,
FP 20-24 Interval,
FP 20-24 IUCD insertion,
FP 20-24 IUCD removal,
FP 20-24 Jadelle insertion,
FP 20-24 Jadelle removal,
FP 20-24 LAM,
FP 20-24 Male Condom,
FP 20-24 Male Condom Back up,
FP 20-24 Natural Methods,
FP 20-24 Post partum,
FP 20-24 Progestrin Only,
FP 20-24 Tubal Ligation,
FP 20-24 Vasectomy,
FP 25-29 Ceasarian section,
FP 25-29 Combined Oral,
FP 25-29 Emergency Contraceptives,
FP 25-29 Female Condom,
FP 25-29 Female Condom Backup,
FP 25-29 Implants (Implanon) Insertion,
FP 25-29 Implants (Implanon) Removal,
FP 25-29 Implants (Jadelle) Insertion,
FP 25-29 Implants (Jadelle) Removal,
FP 25-29 Injectable Depoprovera,
FP 25-29 Interval,
FP 25-29 IUCD insertion,
FP 25-29 IUCD removal,
FP 25-29 Jadelle insertion,
FP 25-29 Jadelle removals,
FP 25-29 LAM,
FP 25-29 Male Condom,
FP 25-29 Male Condom Back up,
FP 25-29 Natural methods,
FP 25-29 Post partum,
FP 25-29 Progestrin Only,
FP 25-29 Tubal Ligation,
FP 25-29 Vasectomy,
FP 2 Ceasarian section,
FP 2 Combined oral,
FP 2 Emergency contraceptives,
FP 2 Female Condom,
FP 2 Female Condom Back Up,
FP 2 Implants (Implanon) Insertion,
FP 2 Implants (Implanon) Removal,
FP 2 Implants (Jadelle) Insertion,
FP 2 Implants (Jadelle) Removal,
FP 2 Injectable Depoprovera,
FP 2 Interval,
FP 2 IUCD,
FP 2 Jadelle Norplat,
FP 2 LAM,
FP 2 Male Condom,
FP 2 Male Condom Back Up,
FP 2 Natural Methods,
FP 2 Post partum,
FP 2 Progestrin only,
FP 2 Tubal Ligation,
FP 2 Vasectomy,
FP 30-34 Ceasarian section,
FP 30-34 Combined Oral,
FP 30-34 Emergency Contraceptives,
FP 30-34 Female Condom,
FP 30-34 Female Condom Backup,
FP 30-34 Implants (Implanon) Insertion,
FP 30-34 Implants (Implanon) Removal,
FP 30-34 Implants (Jadelle) Insertion,
FP 30-34 Implants (Jadelle) Removal,
FP 30-34 Injectable Depoprovera,
FP 30-34 Interval,
FP 30-34 IUCD insertion,
FP 30-34 IUCD removal,
FP 30-34 Jadelle insertion,
FP 30-34 Jadelle removals,
FP 30-34 LAM,
FP 30-34 Male Condom,
FP 30-34 Male Condom Back up,
FP 30-34 Natural methods,
FP 30-34 Post partum,
FP 30-34 Progestrin Only,
FP 30-34 Tubal Ligation,
FP 30-34 Vasectomy,
FP 35-39 Ceasarian section,
FP 35-39 Combined Oral,
FP 35-39 Emergency Contraceptives,
FP 35-39 Female Condom,
FP 35-39 Female Condom Backup,
FP 35-39 Implants (Implanon) Insertion,
FP 35-39 Implants (Implanon) Removal,
FP 35-39 Implants (Jadelle) Insertion,
FP 35-39 Implants (Jadelle) Removal,
FP 35-39 Injectable Depoprovera,
FP 35-39 Interval,
FP 35-39 IUCD insertion,
FP 35-39 IUCD removal,
FP 35-39 Jadelle insertion,
FP 35-39 Jadelle removals,
FP 35-39 LAM,
FP 35-39 Male Condom,
FP 35-39 Male Condom Back up,
FP 35-39 Natural methods,
FP 35-39 Post partum,
FP 35-39 Progestrin Only,
FP 35-39 Tubal Ligation,
FP 35-39 Vasectomy,
FP 3 Ceasarian section,
FP 3 Combined oral,
FP 3 Emergency contraceptives,
FP 3 Female Condom,
FP 3 Female Condom Back Up,
FP 3 Implants (Implanon) Insertion,
FP 3 Implants (Implanon) Removal,
FP 3 Implants (Jadelle) Insertion,
FP 3 Implants (Jadelle) Removal,
FP 3 Injectable Depoprovera,
FP 3 Interval,
FP 3 IUCD,
FP 3 Jadelle Norplat,
FP 3 LAM,
FP 3 Male Condom,
FP 3 Male Condom Back Up,
FP 3 Natural Methods,
FP 3 Post partum,
FP 3 Progestrin only,
FP 3 Tubal Ligation,
FP 3 Vasectomy,
FP 40-44 Ceasarian section,
FP 40-44 Combined Oral,
FP 40-44 Emergency Contraceptives,
FP 40-44 Female Condom,
FP 40-44 Female Condom Backup,
FP 40-44 Implants (Implanon) Insertion,
FP 40-44 Implants (Implanon) Removal,
FP 40-44 Implants (Jadelle) Insertion,
FP 40-44 Implants (Jadelle) Removal,
FP 40-44 Injectable Depoprovera,
FP 40-44 Interval,
FP 40-44 IUCD insertion,
FP 40-44 IUCD removal,
FP 40-44 Jadelle insertion,
FP 40-44 Jadelle removals,
FP 40-44 LAM,
FP 40-44 Male Condom,
FP 40-44 Male Condom Back up,
FP 40-44 Natural methods,
FP 40-44 Post partum,
FP 40-44 Progestrin Only,
FP 40-44 Tubal Ligation,
FP 40-44 Vasectomy,
FP 45-48 Ceasarian section,
FP 45-48 Combined Oral,
FP 45-48 Emergency Contraceptives,
FP 45-48 Female Condom,
FP 45-48 Female Condom Backup,
FP 45-48 Implants (Implanon) Insertion,
FP 45-48 Implants (Implanon) Removal,
FP 45-48 Implants (Jadelle) Insertion,
FP 45-48 Implants (Jadelle / Norplant) insertion,
FP 45-48 Implants (Jadelle / Norplant) removal,
FP 45-48 Implants (Jadelle) Removal,
FP 45-48 Injectable Depoprovera,
FP 45-48 Interval,
FP 45-48 IUCD insertion,
FP 45-48 IUCD removal,
FP 45-48 LAM,
FP 45-48 Male Condom,
FP 45-48 Male Condom Back up,
FP 45-48 Natural methods,
FP 45-48 Post partum,
FP 45-48 Progestrin Only,
FP 45-48 Tubal Ligation,
FP 45-48 Vasectomy,
FP 49 + Ceasarian section,
FP 49 + Combined Oral,
FP 49 + Emergency Contraceptives,
FP 49 + Female Condom,
FP 49 + Female Condom Backup,
FP 49 (+) Implants (Implanon) Insertion,
FP 49 (+) Implants (Implanon) Removal,
FP 49 (+) Implants (Jadelle) Insertion,
FP 49 (+) Implants (Jadelle) Removal,
FP 49 + Injectable Depoprovera,
FP 49 + Interval,
FP 49 + IUCD insertion,
FP 49 + IUCD removal,
FP 49 + Jadelle insertion,
FP 49 + Jadelle removals,
FP 49 + LAM,
FP 49 + Male Condom,
FP 49 + Male Condom Back up,
FP 49 + Natural methods,
FP 49 + Post partum,
FP 49 + Progestrin Only,
FP 49 + Tubal Ligation,
FP 49 + Vasectomy,
FP 4 Ceasarian section,
FP 4 Combined oral,
FP 4 Emergency contraceptives,
FP 4 Female Condom,
FP 4 Female Condom Back Up,
FP 4 Implants (Implanon) Insertion,
FP 4 Implants (Implanon) Removal,
FP 4 Implants (Jadelle) Insertion,
FP 4 Implants (Jadelle) Removal,
FP 4 Injectable Depoprovera,
FP 4 Interval,
FP 4 IUCD,
FP 4 Jadelle Norplat,
FP 4 LAM,
FP 4 Male Condom,
FP 4 Male Condom Back Up,
FP 4 Natural Methods,
FP 4 Post partum,
FP 4 Progestrin only,
FP 4 Tubal Ligation,
FP 4 Vasectomy,
FP 5 Ceasarian section,
FP 5 Combined oral,
FP 5 Emergency contraceptives,
FP 5 Female Condom,
FP 5 Female Condom Back Up,
FP 5 Implants (Implanon) Insertion,
FP 5 Implants (Implanon) Removal,
FP 5 Implants (Jadelle) Insertion,
FP 5 Implants (Jadelle) Removal,
FP 5 Injectable Depoprovera,
FP 5 Interval,
FP 5 IUCD,
FP 5 Jadelle Norplat,
FP 5 LAM,
FP 5 Male Condom,
FP 5 Male Condom Back Up,
FP 5 Natural Methods,
FP 5 Post partum,
FP 5 Progestrin only,
FP 5 Tubal Ligation,
FP 5 Vasectomy,
FP 6 Ceasarian section,
FP 6 Combined oral,
FP 6 Emergency contraceptives,
FP 6 Female Condom,
FP 6 Female Condom Back Up,
FP 6 Implants (Implanon) Insertion,
FP 6 Implants (Implanon) Removal,
FP 6 Implants (Jadelle) Insertion,
FP 6 Implants (Jadelle) Removal,
FP 6 Injectable Depoprovera,
FP 6 Interval,
FP 6 IUCD,
FP 6 Jadelle Norplat,
FP 6 LAM,
FP 6 Male Condom,
FP 6 Male Condom Back Up,
FP 6 Natural Methods,
FP 6 Post partum,
FP 6 Progestrin only,
FP 6 Tubal Ligation,
FP 6 Vasectomy,
FP 7 Ceasarian section,
FP 7 Combined oral,
FP 7 Emergency contraceptives,
FP 7 Female Condom,
FP 7 Female Condom Back Up,
FP 7 Implants (Implanon) Insertion,
FP 7 Implants (Implanon) Removal,
FP 7 Implants (Jadelle) Insertion,
FP 7 Implants (Jadelle) Removal,
FP 7 Injectable Depoprovera,
FP 7 Interval,
FP 7 IUCD,
FP 7 Jadelle Norplat,
FP 7 LAM,
FP 7 Male Condom,
FP 7 Male Condom Back Up,
FP 7 Natural Methods,
FP 7 Post partum,
FP 7 Progestrin only,
FP 7 Tubal Ligation,
FP 7 Vasectomy,
FP 8 Ceasarian section,
FP 8 Combined oral,
FP 8 Emergency contraceptives,
FP 8 Female Condom,
FP 8 Female Condom Back Up,
FP 8 Implants (Implanon) Insertion,
FP 8 Implants (Implanon) Removal,
FP 8 Implants (Jadelle) Insertion,
FP 8 Implants (Jadelle) Removal,
FP 8 Injectable Depoprovera,
FP 8 Interval,
FP 8 IUCD,
FP 8 Jadelle Norplat,
FP 8 LAM,
FP 8 Male Condom,
FP 8 Male Condom Back Up,
FP 8 Natural Methods,
FP 8 Post partum,
FP 8 Progestrin only,
FP 8 Tubal Ligation,
FP 8 Vasectomy,
FP +9 Ceasarian section,
FP 9+ Ceasarian section,
FP 9+ Combined oral,
FP 9+ Emergency contraceptives,
FP 9+ Female Condom,
FP 9 Female Condom Back Up,
FP 9 Implants (Implanon) Insertion,
FP 9 Implants (Implanon) Removal,
FP 9 Implants (Jadelle) Insertion,
FP 9 Implants (Jadelle) Removal,
FP 9+ Injectable Depoprovera,
FP 9+ Interval,
FP 9+ IUCD,
FP 9+ Jadelle Norplat,
FP 9+ LAM,
FP +9 Male Condom,
FP 9+ Male Condom,
FP 9 Male Condom Back Up,
FP 9+ Natural Methods,
FP 9+ Post partum,
FP 9+ Progestrin only,
FP 9+ Tubal Ligation,
FP 9+ Vasectomy,
FP Abnormal Bleeding,
FP Ceasarian section total units / cycles,
FP Changing to new methods,
FP Clients changing method,
FP Clients counseled new,
FP Clients counseled old,
FP Combined oral total units / cycles,
FP Cycle beads,
FP Depoprovera [DMAPA],
FP Discontinuing Combined oral,
FP Discontinuing Female Condom,
FP Discontinuing Female Condom Backup,
FP Discontinuing Implants (Implanon) Insertion,
FP Discontinuing Implants (Implanon) Removal,
FP Discontinuing Implants (Jadelle) Insertion,
FP Discontinuing Implants (Jadelle) Removal,
FP Discontinuing Injectable Depoprovera,
FP Discontinuing IUCD insertion,
FP Discontinuing IUCD removal,
FP Discontinuing Jadelle insertion,
FP Discontinuing Jadelle removal,
FP Discontinuing Male Condom,
FP Discontinuing Male Condom Backup,
FP Discontinuing Natural methods,
FP Discontinuing Progestrin only,
FP Discontinuing Tubal ligation,
FP Emergency contraceptives total units / cycles,
FP F/Condoms,
FP F/Condoms Non,
FP Female Condom Back Up total units / cycles,
FP Female condom total units / cycles,
FP FP Implants (Jadelle) Insertion total units / cycles,
FP High Blood Pressure,
FP Implants,
FP Implants (Implanon) Insertion total units / cycles,
FP Implants (Implanon) Removal total units / cycles,
FP Implants (Jadelle) removal total units / cycles,
FP Injectable Depoprovera total units / cycles,
FP Interval total units / cycles,
FP IUCD,
FP IUCD insertion total units / cycles,
FP  IUCD removal total units / cycles,
FP LAM total units / cycles,
FP Less than 20  Ceasarian section,
FP Less than 20 Combined Oral,
FP Less than 20 Emergency Contraceptives,
FP Less than 20  Female Condom,
FP Less than 20 Female Condom Backup,
FP Less than 20 Implants (Implanon) Insertion,
FP Less than 20 Implants (Implanon) Removal,
FP Less than 20 Implants (Jadelle) Insertion,
FP Less than 20 Implants (Jadelle) Removal,
FP Less than 20 Injectable Depoprovera,
FP Less than 20 Interval,
FP Less than 20 IUCD insertion,
FP Less than 20 IUCD removal,
FP Less than 20 Jadelle insertion,
FP Less than 20 Jadelle removal,
FP Less than 20  LAM,
FP Less than 20  Male Condom,
FP Less than 20 Male Condom Back up,
FP Less than 20  Natural methods,
FP Less than 20 Post partum,
FP Less than 20 Progestrin Only,
FP Less than 20 Tubal Ligation,
FP Less than 20 Vasectomy,
FP Male Condom Back Up total units / cycles,
FP Male condom total units / cycles,
FP M/condoms,
FP M/condoms Non,
FP Microgynon,
FP Natural methods total units / cycles,
FP New Clients Ceasarian section,
FP New Clients Combined Oral,
FP New Clients Emergency contraceptives,
FP New Clients Female Condom,
FP New Clients Female Condom Backup,
FP New Clients Implants (Implanon) Insertion,
FP New Clients Implants (Implanon) Removal,
FP New Clients Implants (Jadelle) Insertion,
FP New Clients Implants (Jadelle) Removal,
FP New Clients Injectable Depoprovera,
FP New Clients Interval,
FP New Clients IUCD insertion,
FP New Clients IUCD removal,
FP New Clients Jadelle insertion,
FP New Clients Jadelle removal,
FP New Clients LAM,
FP New Clients Male Condom,
FP New Clients Male Condom Back Up,
FP New Clients Natural methods,
FP New Clients Post partum,
FP New Clients Progestrin only,
FP New Clients Tubal ligation,
FP New Clients Vasectomy,
FP Other side effects,
FP Overette,
FP Pelvic Infection,
FP  personnel providing LPTM,
FP personnel trained in LPTM,
FP Post partum total units / cycles,
FP Pregnancy,
FP Progestrin only total units / cycles,
FP Restarting Combined oral,
FP Restarting Female Condom,
FP Restarting Female Condom Backup,
FP Restarting Implants (Implanon) Insertion,
FP Restarting Implants (Implanon) Removal,
FP Restarting Implants (Jadelle) Insertion,
FP Restarting Implants (Jadelle) Removal,
FP Restarting Injectable Depoprovera,
FP Restarting IUCD insertion,
FP Restarting IUCD removal,
FP Restarting jadelle insertion,
FP Restarting jadelle removal,
FP Restarting Male Condom,
FP Restarting Male Condom Backup,
FP Restarting Natural methods,
FP Restarting Progestrin only,
FP Restarting Tubal ligation,
FP Severe Headache,
FP Subsequent Combined oral,
FP Subsequent Female Condom,
FP Subsequent Female Condom Backup,
FP Subsequent Implants (Implanon) Insertion,
FP Subsequent Implants (Implanon) Removal,
FP Subsequent Implants (Jadelle) Insertion,
FP Subsequent Implants (Jadelle) Removal,
FP Subsequent Implants Jadelle Removal,
FP Subsequent Injectable Depoprovera,
FP Subsequent IUCD insertion,
FP Subsequent IUCD removal,
FP Subsequent Jadelle insertion,
FP Subsequent Jadelle removal,
FP Subsequent Male Condom,
FP Subsequent Male Condom Backup,
FP Subsequent Natural methods,
FP Subsequent Progestrin only,
FP Subsequent Tubal Ligation,
FP Tubal Ligation,
FP Tubal Ligation total units / cycles,
FP Vasectomy,
FP Vasectomy total units / cycles,
FP want another child,
FP Want another child,
FR Average in-patient days,
FR Number of admissions,
FR Number of discharges ,
FR Number of in-patients ,
FR Total food expenditure incurred,
FR Year to date debt on food supplies,
Goitre - admission,
Goitre - inpatient death,
Goitre - new,
Gynaecological disorders - admission,
Gynaecological disorders - inpatient death,
Gynaecological disorders - new,
HBB asphyxia babies resuscitated by clearing airway and stimulation,
HBB asphyxia babies resuscitated by drying and wrapping only,
HBB asphyxia babies resuscitated by gab and mask ventilation,
HBB asphyxiated babies in health facilities,
HBB babies resuscitated in health facilities,
HBB deaths due to asphyxia in health facilities,
HBB fresh still births in health facility,
HBB HC equipped with functioning suction device,
HBB health facilities equiped with at least a functioning ambubag,
HBB health facilities with a functioning wall clock or timer,
HBB health facilities with functioning mask size 0,
HBB health facilities with functioning mask size 1,
HBB health facilities with functioning neonatalie simulator,
HBB health facilities with functioning suction device,
HBB health providers trainedby health facility level ,
HBB health providers trained by type of cadre ,
HBB health providers trained by zone and/or district,
HBB health providers trained by Zone or district,
HBB health providers trained in HBB by type of cadre,
HBB health providers train in HBB by health facility level,
HBB health workers oriented in HBB by health facilities in district,
HBB health workers oriented to HBB by health facilities ,
HBB number of babies born alive in health facilities,
HBB number of deliveries in health facilities,
HBB trained providers able to use bag and mask resuscitation during HBB supervision,
HBB trained providers who received HBB supervision in past 3 months,
HBB trainers available in the district,
Health assistants in posts,
Health Surveillance Assistants in posts,
HI,
HIV/AIDS - admission,
HIV/AIDS - inpatient death,
HIV/AIDS - new,
HIV and AIDS-district hospital,
HIV and AIDS-flipcharts,
HIV and AIDS-health centre,
HIV and AIDS-health post,
HIV and AIDS-leaflets,
HIV and AIDS-none,
HIV and AIDS-# of community meetings/commemoration days,
HIV and AIDS-# of film shows ,
HIV and AIDS-# of interactive drama sessions,
HIV and AIDS-# of road shows,
HIV and AIDS-other,
HIV and AIDS-posters,
HIV and AIDS-rural/comm hosp,
HIV and AIDS-total#provided in this quarter,
HIV and AIDS-TV/DVDs,
HM Active village health committees within catchment area,
HMIS17-Abortion complications treated - Admissions,
HMIS17-Abortion complications treated - Deaths,
HMIS17-Abortion complications treated - New,
HMIS17-Account and admin personnel in post,
HMIS17-Acute eye infection - admission,
HMIS17-Acute eye infection - inpatient death,
HMIS17-Acute eye infection - new,
HMIS17-Acute psychiatric disorder - admission,
HMIS17-Acute psychiatric disorder - inpatient death,
HMIS17-Acute psychiatric disorder - new,
HMIS17-Acute Respiratory Infections U5- Admissions,
HMIS17-Acute Respiratory Infections U5- Deaths,
HMIS17-Acute Respiratory Infections U5- New,
HMIS17-Admissions from all causes,
HMIS17-All other communicable diseases - admission,
HMIS17-All other communicable diseases - inpatient death,
HMIS17-All other communicable diseases - new,
HMIS17-All other non-communicable diseases - admission,
HMIS17-All other non-communicable diseases - inpatient death,
HMIS17-All other non-communicable diseases - new,
HMIS17-All other surgical conditions - admission,
HMIS17-All other surgical conditions - inpatient death,
HMIS17-All other surgical conditions - new,
HMIS17-Anaemia - admission,
HMIS17-Anaemia - inpatient death,
HMIS17-Anaemia - new,
HMIS17-Antenatal first visit in first trimester,
HMIS17-Asthma - admission,
HMIS17-Asthma - inpatient death,
HMIS17-Asthma - new,
HMIS17-Bilharzia - new,
HMIS17-Caesarean section,
HMIS17-Case treated as STI - new,
HMIS17-Cataract - admission,
HMIS17-Cataract - Dental decay - admission,
HMIS17-Cataract - inpatient death,
HMIS17-Cataract - new,
HMIS17-Chicken pox - admission,
HMIS17-Chicken pox - new,
HMIS17-Chronic Psychiatric disorder - admission,
HMIS17-Chronic Psychiatric disorder - inpatient death,
HMIS17-Chronic Psychiatric disorder - new,
HMIS17-Clinical officers in post,
HMIS17-Confirmed HIV positive cases,
HMIS17-Cumulative actual expenditure in all programmes,
HMIS17-Cumulative ORT allocation received to date,
HMIS17-Delivery by trained personnel,
HMIS17-Dental decay - admissions,
HMIS17-Dental decay - inpatient death,
HMIS17-Dental decay - new,
HMIS17-Diabetic cases - Admission,
HMIS17-Diabetic cases - Death,
HMIS17-Diabetic cases - New,
HMIS17-Diarrhoea diseases (non-bloody) - admission,
HMIS17-Diarrhoea diseases (non-bloody) - inpatient death,
HMIS17-Diarrhoea diseases (non-bloody) - new,
HMIS17-Diarrhoea diseases (non-bloody) under 5 years - admission,
HMIS17-Diarrhoea diseases (non-bloody) under 5 years - inpatient death,
HMIS17-Diarrhoea diseases (non-bloody) under 5 years - new,
HMIS17-Direct obstetric inpatient death,
HMIS17-Discharges - total,
HMIS17-Doctors in posts,
HMIS17-Dog Bite - Admission,
HMIS17-Dog Bite - inpatient death,
HMIS17-Dog bite - New,
HMIS17-Dysentery - admission,
HMIS17-Dysentery - inpatient death,
HMIS17-Dysentery - new,
HMIS17-Dysentery under 5 years - admission,
HMIS17-Dysentery under 5 years - inpatient death,
HMIS17-Dysentery under 5 years - new,
HMIS17-Ear infection - admission,
