ID NUMBER,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,2.02.a who is responsible for collecting,2.02.b what additional roles/jobs,2.02.c where does it go,2.02.d How is it transmitted/shared,2.02.e How often,2.02.f How do you use,2.02.g how do others use,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,Level number,Level
2401,DM,5,VMMC COMPLICATION,UPTAKE,PER STAKE,0,0,0,0,BIANNUAL,UPTAKE,0,VMMC Complication,Increase Uptake/Demand Creation,Stakeholder,2,District
2401,DM,6,DEFAULT,STUDY,REG CHAI,0,0,0,0,MONTHLY,MI,0,Defaulters,Facility Study Participation,Clinton Health Access Initiative Register,2,District
2401,DM,6,DEFAULT,STUDY,REG EID,0,0,0,0,MONTHLY,MI,0,Defaulters,Facility Study Participation,Early Infant Diagnosis Register,2,District
2401,DM,6,DEFAULT,STUDY,REG PMTCT,0,0,0,0,MONTHLY,MI,0,Defaulters,Facility Study Participation,Preventing Mother to Child Transmission Register,2,District
2401,DM,6,TEST HIVPOS WOMEN,DEFAULT,REG CHAI,0,0,0,0,MONTHLY,MI,0,Number of women who test HIV positive,Defaulters,Clinton Health Access Initiative Register,2,District
2401,DM,6,TEST HIVPOS WOMEN,DEFAULT,REG EID,0,0,0,0,MONTHLY,MI,0,Number of women who test HIV positive,Defaulters,Early Infant Diagnosis Register,2,District
2401,DM,6,TREAT NVP,DEFAULT,REG CHAI,0,0,0,0,MONTHLY,MI,0,Treatment NVP,Defaulters,Clinton Health Access Initiative Register,2,District
2401,DM,6,TREAT NVP,DEFAULT,REG EID,0,0,0,0,MONTHLY,MI,0,Treatment NVP,Defaulters,Early Infant Diagnosis Register,2,District
2401,DM,7,ATTENDCLIN,PROGTARGET,OFF HMIS,0,0,0,0,QUARTERLY,RESMOB,0,Client Attend Clinic,Program Targeting,Health Management Information System Office,2,District
2401,DM,7,ATTENDCLIN,PROGTARGET,OFF HMIS,0,0,0,0,QUARTERLY,PRIORITIZE RESOURCE,0,Client Attend Clinic,Program Targeting,Health Management Information System Office,2,District
2401,DM,7,ATTENDCLIN,PROGTARGET,REG ART,0,0,0,0,QUARTERLY,RESMOB,0,Client Attend Clinic,Program Targeting,Anti-Retroviral Treatment Register,2,District
2401,DM,7,ATTENDCLIN,PROGTARGET,REG ART,0,0,0,0,QUARTERLY,PRIORITIZE RESOURCE,0,Client Attend Clinic,Program Targeting,Anti-Retroviral Treatment Register,2,District
2401,DM,7,DEFAULT,PROGTARGET,OFF HMIS,0,0,0,0,QUARTERLY,RESMOB,0,Defaulters,Program Targeting,Health Management Information System Office,2,District
2401,DM,7,DEFAULT,PROGTARGET,OFF HMIS,0,0,0,0,QUARTERLY,PRIORITIZE RESOURCE,0,Defaulters,Program Targeting,Health Management Information System Office,2,District
2401,DM,7,DEFAULT,PROGTARGET,REG ART,0,0,0,0,QUARTERLY,RESMOB,0,Defaulters,Program Targeting,Anti-Retroviral Treatment Register,2,District
2401,DM,7,DEFAULT,PROGTARGET,REG ART,0,0,0,0,QUARTERLY,PRIORITIZE RESOURCE,0,Defaulters,Program Targeting,Anti-Retroviral Treatment Register,2,District
2401,DM,8,RPTRATE,GENRPT,SYS DHIS2,0,0,0,0,MONTH Q,GENRPT,0,Reporting Rate,Generate Report,DHIS2,2,District
2401,DM,8,RPTRATE,GENRPT,SYS DHIS2,0,0,0,0,MONTH Q,PROGPERFORM,0,Reporting Rate,Generate Report,DHIS2,2,District
2401,DM,9,TREAT ART,INTEGRATE,REG PARTNER,0,0,0,0,QUART BI,RESMOB,0,Treatment ART,Integrate Services,Partner Register,2,District
2401,DM,9,TREAT ART,INTEGRATE,REG PARTNER,0,0,0,0,QUART BI,STAFFING,0,Treatment ART,Integrate Services,Partner Register,2,District
2401,DM,9,TREAT ART,INTEGRATE,REG PARTNER,0,0,0,0,QUART BI,DECISION,0,Treatment ART,Integrate Services,Partner Register,2,District
2401,DM,9,DEFAULT,INTEGRATE,REG PARTNER,0,0,0,0,QUART BI,RESMOB,0,Defaulters,Integrate Services,Partner Register,2,District
2401,DM,9,DEFAULT,INTEGRATE,REG PARTNER,0,0,0,0,QUART BI,STAFFING,0,Defaulters,Integrate Services,Partner Register,2,District
2401,DM,9,DEFAULT,INTEGRATE,REG PARTNER,0,0,0,0,QUART BI,DECISION,0,Defaulters,Integrate Services,Partner Register,2,District
2401,DM,9,DEFAULT,FOLLOWUP,OFF HMIS,0,0,0,0,QUARTERLY,FACPERFORM,0,Defaulters,Default Followup,Health Management Information System Office,2,District
2401,DM,9,DEFAULT,FOLLOWUP,REG ART,0,0,0,0,QUARTERLY,FACPERFORM,0,Defaulters,Default Followup,Anti-Retroviral Treatment Register,2,District
2403,DH,1,TREAT ART,0,RPT FACILITY,PER OFFICER MEDESK,MI,PER STAKE,EMAIL,QUARTERLY,DDP,PROGPERFORM,Treatment ART,0,Faciltiy Report,2,District
2403,DH,1,TREAT ART,0,RPT FACILITY,PER OFFICER MEDESK,MI,PER LOCALGOV,EMAIL,QUARTERLY,DDP,PROGPERFORM,Treatment ART,0,Faciltiy Report,2,District
2403,DH,1,TREAT ART,0,RPT FACILITY,PER CLERK DATA,MI,PER STAKE,EMAIL,QUARTERLY,DDP,PROGPERFORM,Treatment ART,0,Faciltiy Report,2,District
2403,DH,1,TREAT ART,0,RPT FACILITY,PER CLERK DATA,MI,PER LOCALGOV,EMAIL,QUARTERLY,DDP,PROGPERFORM,Treatment ART,0,Faciltiy Report,2,District
2403,DH,2,DONTKNOW,0,DONTKNOW,NA,NA,NA,NA,NA,NA,NA,Don't Know,0,Don't Know,2,District
2403,DH,3,DONTKNOW,0,DONTKNOW,NA,NA,NA,NA,NA,NA,NA,Don't Know,0,Don't Know,2,District
2403,DH,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,0,Not Available,2,District
2403,DH,7,MI,0,RPT CBO,PARTNER CBOSEC,MI,PER OFFICER ME,INPER HARDCOPY,MONTHLY,GENRPT,RESMOB,Missing Information,0,CBO Report,2,District
2403,DH,7,MI,0,RPT CBO,PARTNER CBOSEC,MI,SYS COUNCIL,INPER HARDCOPY,MONTHLY,GENRPT,RESMOB,Missing Information,0,CBO Report,2,District
2405,DM,1,DRUG SUPPLY,DRUG SUPPLY,OFF PHARM,0,0,0,0,DAILY,DRUG MANAGE,0,Drug Supply,Drug Supply,Pharmacy,2,District
2405,DM,1,DRUG SUPPLY,DRUG SUPPLY,OFF PHARM,0,0,0,0,DAILY,DRUG ALL,0,Drug Supply,Drug Supply,Pharmacy,2,District
2405,DM,1,DRUG SUPPLY,DRUG SUPPLY,FAC,0,0,0,0,DAILY,DRUG MANAGE,0,Drug Supply,Drug Supply,Facility,2,District
2405,DM,1,DRUG SUPPLY,DRUG SUPPLY,FAC,0,0,0,0,DAILY,DRUG ALL,0,Drug Supply,Drug Supply,Facility,2,District
2405,DM,1,TREAT ART,DRUG SUPPLY,RPT FACILITY,0,0,0,0,QUARTERLY,DEFAULT,0,Treatment ART,Drug Supply,Faciltiy Report,2,District
2405,DM,1,TREAT ART,DRUG SUPPLY,RPT FACILITY,0,0,0,0,QUARTERLY,FACPERFORM,0,Treatment ART,Drug Supply,Faciltiy Report,2,District
2405,DM,1,DRUG EXPIRY,DRUG STORAGE,OFF PHARM,0,0,0,0,DAILY,DECISION,0,Drug Expiry,Drug Storage,Pharmacy,2,District
2405,DM,1,DRUG EXPIRY,DRUG STORAGE,FAC,0,0,0,0,DAILY,DECISION,0,Drug Expiry,Drug Storage,Facility,2,District
2405,DM,2,WHOSTAGE,TREATINIT,FAC ART,0,0,0,0,DAILY,CASELOAD,0,WHO Staging,Treatment Initiation,ART Clinic,2,District
2405,DM,2,WHOSTAGE,TREATINIT,OFF LAB,0,0,0,0,DAILY,CASELOAD,0,WHO Staging,Treatment Initiation,Laboratory,2,District
2405,DM,3,TEST HIVPOS,TREATINIT,OFF LAB,0,0,0,0,DAILY,CASELOAD,0,Test HIV Positive,Treatment Initiation,Laboratory,2,District
2405,DM,3,TEST HIVPOS,TREATINIT,OFF LAB,0,0,0,0,DAILY,SENS COMM,0,Test HIV Positive,Treatment Initiation,Laboratory,2,District
2405,DM,3,TEST HIVPOS,TREATINIT,RPT WARD,0,0,0,0,DAILY,CASELOAD,0,Test HIV Positive,Treatment Initiation,Ward Report,2,District
2405,DM,3,TEST HIVPOS,TREATINIT,RPT WARD,0,0,0,0,DAILY,SENS COMM,0,Test HIV Positive,Treatment Initiation,Ward Report,2,District
2405,DM,3,TEST HIVPOS,TREATINIT,REG HTC,0,0,0,0,DAILY,CASELOAD,0,Test HIV Positive,Treatment Initiation,HIV Testing and Counseling Register,2,District
2405,DM,3,TEST HIVPOS,TREATINIT,REG HTC,0,0,0,0,DAILY,SENS COMM,0,Test HIV Positive,Treatment Initiation,HIV Testing and Counseling Register,2,District
2405,DM,4,DEFAULT,DEFAULT,RPT,0,0,0,0,QUARTERLY,DECISION,0,Defaulters,Defaulters,Report,2,District
2405,DM,4,DEFAULT,NONE,RPT,0,0,0,0,QUARTERLY,DECISION,0,Defaulters,Not Transmitted,Report,2,District
2405,DM,4,DEFAULT,NONE,RPT,0,0,0,0,QUARTERLY,DRUG ALL,0,Defaulters,Not Transmitted,Report,2,District
2405,DM,4,LOSSFOLLOW,NONE,RPT,0,0,0,0,QUARTERLY,DECISION,0,Loss To Followup,Not Transmitted,Report,2,District
2405,DM,4,LOSSFOLLOW,NONE,RPT,0,0,0,0,QUARTERLY,DRUG ALL,0,Loss To Followup,Not Transmitted,Report,2,District
2405,DM,4,DEFAULT,NONE,RPT,0,0,0,0,QUARTERLY,DECISION,0,Defaulters,Not Transmitted,Report,2,District
2405,DM,4,DEFAULT,NONE,RPT,0,0,0,0,QUARTERLY,DRUG ALL,0,Defaulters,Not Transmitted,Report,2,District
2405,DM,4,DEFAULT,NONE,RPT,0,0,0,0,QUARTERLY,GENRPT,0,Defaulters,Not Transmitted,Report,2,District
2405,DM,4,LOSSFOLLOW,NONE,RPT,0,0,0,0,QUARTERLY,DECISION,0,Loss To Followup,Not Transmitted,Report,2,District
2405,DM,4,LOSSFOLLOW,NONE,RPT,0,0,0,0,QUARTERLY,DRUG ALL,0,Loss To Followup,Not Transmitted,Report,2,District
2405,DM,4,LOSSFOLLOW,NONE,RPT,0,0,0,0,QUARTERLY,GENRPT,0,Loss To Followup,Not Transmitted,Report,2,District
2405,DM,6,DEFAULT,FOLLOWUP,RPT,0,0,0,0,MONTHLY,PROGPERFORM,0,Defaulters,Default Followup,Report,2,District
2405,DM,6,DEFAULT,FOLLOWUP,RPT,0,0,0,0,MONTHLY,DECISION,0,Defaulters,Default Followup,Report,2,District
2405,DM,6,DEFAULT,FOLLOWUP,RPT,0,0,0,0,MONTHLY,DEFAULT,0,Defaulters,Default Followup,Report,2,District
2405,DM,6,DEFAULT,FOLLOWUP,RPT,0,0,0,0,MONTHLY,FOLLOWUP,0,Defaulters,Default Followup,Report,2,District
2405,DM,6,RETENT,FOLLOWUP,RPT,0,0,0,0,MONTHLY,PROGPERFORM,0,Retention,Default Followup,Report,2,District
2405,DM,6,RETENT,FOLLOWUP,RPT,0,0,0,0,MONTHLY,DECISION,0,Retention,Default Followup,Report,2,District
2405,DM,6,RETENT,FOLLOWUP,RPT,0,0,0,0,MONTHLY,DEFAULT,0,Retention,Default Followup,Report,2,District
2405,DM,6,RETENT,FOLLOWUP,RPT,0,0,0,0,MONTHLY,FOLLOWUP,0,Retention,Default Followup,Report,2,District
2405,DM,6,RETENT,TREATINIT MOTBAB,RPT,0,0,0,0,MONTHLY,DECISION,0,Retention,Mother Baby Pair Treatment Initiation,Report,2,District
2405,DM,6,RETENT,TREATINIT MOTBAB,RPT,0,0,0,0,MONTHLY,FOLLOWUP,0,Retention,Mother Baby Pair Treatment Initiation,Report,2,District
2405,DM,7,DRUG SUPPLY,DRUG SUPPLY,OFF HIVUNIT,0,0,0,0,QUARTERLY,DRUG ALL,0,Drug Supply,Drug Supply,HIV/AIDS Unit,2,District
2405,DM,8,DEFAULT,SUPERVISION,RPT,0,0,0,0,QUARTERLY,MENTOR,0,Defaulters,Supervision,Report,2,District
2405,DM,8,DEFAULT,SUPERVISION,RPT,0,0,0,0,QUARTERLY,PLAN,0,Defaulters,Supervision,Report,2,District
2405,DM,8,DEFAULT,SUPERVISION,RPT,0,0,0,0,SUPVISIT,MENTOR,0,Defaulters,Supervision,Report,2,District
2405,DM,8,DEFAULT,SUPERVISION,RPT,0,0,0,0,SUPVISIT,PLAN,0,Defaulters,Supervision,Report,2,District
2405,DM,8,RPTRATE,SUPERVISION,RPT,0,0,0,0,QUARTERLY,PLAN,0,Reporting Rate,Supervision,Report,2,District
2405,DM,8,RPTRATE,SUPERVISION,RPT,0,0,0,0,QUARTERLY,MENTOR,0,Reporting Rate,Supervision,Report,2,District
2405,DM,8,RPTRATE,SUPERVISION,RPT,0,0,0,0,SUPVISIT,PLAN,0,Reporting Rate,Supervision,Report,2,District
2405,DM,8,RPTRATE,SUPERVISION,RPT,0,0,0,0,SUPVISIT,MENTOR,0,Reporting Rate,Supervision,Report,2,District
2405,DM,9,DRUG STOCKOUT,STAKEENGAGE,OFF PHARM,0,0,0,0,ASNEED,STAKEENGAGE,0,Drug Stock Out,Stakeholder Engagement,Pharmacy,2,District
2405,DM,9,FACPERFORM,STAKEENGAGE,OFF PHARM,0,0,0,0,ASNEED,STAKEENGAGE,0,Facility Performance,Stakeholder Engagement,Pharmacy,2,District
2405,DM,9,FACPERFORM,STAKEENGAGE,OFF PHARM,0,0,0,0,ASNEED,FACPERFORM,0,Facility Performance,Stakeholder Engagement,Pharmacy,2,District
2406,DM,1,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,DRUG MANAGE,0,Drug Consumption,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,DRUG ALL,0,Drug Consumption,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,DRUG MANAGE,0,Drug Consumption,Drug Supply,Stock Card,2,District
2406,DM,1,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,DRUG ALL,0,Drug Consumption,Drug Supply,Stock Card,2,District
2406,DM,1,DRUG CONSUMP,REFER,PER SUPPLY,0,0,0,0,ASNEED,DRUG ALL,0,Drug Consumption,Referral,Supply Chain Manager,2,District
2406,DM,1,DRUG CONSUMP,REFER,PER SUPPLY,0,0,0,0,ASNEED,TREND,0,Drug Consumption,Referral,Supply Chain Manager,2,District
2406,DM,1,DRUG CONSUMP,REFER,PER SUPPLY,0,0,0,0,ASNEED,DECISION,0,Drug Consumption,Referral,Supply Chain Manager,2,District
2406,DM,1,DRUG CONSUMP,REFER,CARD STOCK,0,0,0,0,ASNEED,DRUG ALL,0,Drug Consumption,Referral,Stock Card,2,District
2406,DM,1,DRUG CONSUMP,REFER,CARD STOCK,0,0,0,0,ASNEED,TREND,0,Drug Consumption,Referral,Stock Card,2,District
2406,DM,1,DRUG CONSUMP,REFER,CARD STOCK,0,0,0,0,ASNEED,DECISION,0,Drug Consumption,Referral,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,REFER,PER SUPPLY,0,0,0,0,ASNEED,DRUG ALL,0,Drug Supply,Referral,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,REFER,PER SUPPLY,0,0,0,0,ASNEED,TREND,0,Drug Supply,Referral,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,REFER,PER SUPPLY,0,0,0,0,ASNEED,DECISION,0,Drug Supply,Referral,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,REFER,CARD STOCK,0,0,0,0,ASNEED,DRUG ALL,0,Drug Supply,Referral,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,REFER,CARD STOCK,0,0,0,0,ASNEED,TREND,0,Drug Supply,Referral,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,REFER,CARD STOCK,0,0,0,0,ASNEED,DECISION,0,Drug Supply,Referral,Stock Card,2,District
2406,DM,1,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,DRUG ALL,0,Drug Consumption,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,TREND,0,Drug Consumption,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,DECISION,0,Drug Consumption,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,DRUG ALL,0,Drug Consumption,Drug Supply,Stock Card,2,District
2406,DM,1,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,TREND,0,Drug Consumption,Drug Supply,Stock Card,2,District
2406,DM,1,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,DECISION,0,Drug Consumption,Drug Supply,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,DRUG ALL,0,Drug Supply,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,TREND,0,Drug Supply,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,DECISION,0,Drug Supply,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,DRUG ALL,0,Drug Supply,Drug Supply,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,TREND,0,Drug Supply,Drug Supply,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,DECISION,0,Drug Supply,Drug Supply,Stock Card,2,District
2406,DM,1,CONSIGN,REFER,PER SUPPLY,0,0,0,0,ASNEED,DRUG ALL,0,Date Of Next Consignment,Referral,Supply Chain Manager,2,District
2406,DM,1,CONSIGN,REFER,PER SUPPLY,0,0,0,0,ASNEED,TREND,0,Date Of Next Consignment,Referral,Supply Chain Manager,2,District
2406,DM,1,CONSIGN,REFER,PER SUPPLY,0,0,0,0,ASNEED,DECISION,0,Date Of Next Consignment,Referral,Supply Chain Manager,2,District
2406,DM,1,CONSIGN,REFER,CARD STOCK,0,0,0,0,ASNEED,DRUG ALL,0,Date Of Next Consignment,Referral,Stock Card,2,District
2406,DM,1,CONSIGN,REFER,CARD STOCK,0,0,0,0,ASNEED,TREND,0,Date Of Next Consignment,Referral,Stock Card,2,District
2406,DM,1,CONSIGN,REFER,CARD STOCK,0,0,0,0,ASNEED,DECISION,0,Date Of Next Consignment,Referral,Stock Card,2,District
2406,DM,1,CONSIGN,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,DRUG ALL,0,Date Of Next Consignment,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,CONSIGN,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,TREND,0,Date Of Next Consignment,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,CONSIGN,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,DECISION,0,Date Of Next Consignment,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,CONSIGN,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,DRUG ALL,0,Date Of Next Consignment,Drug Supply,Stock Card,2,District
2406,DM,1,CONSIGN,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,TREND,0,Date Of Next Consignment,Drug Supply,Stock Card,2,District
2406,DM,1,CONSIGN,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,DECISION,0,Date Of Next Consignment,Drug Supply,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,REFER,PER SUPPLY,0,0,0,0,ASNEED,DRUG ALL,0,Drug Supply,Referral,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,REFER,PER SUPPLY,0,0,0,0,ASNEED,TREND,0,Drug Supply,Referral,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,REFER,PER SUPPLY,0,0,0,0,ASNEED,DECISION,0,Drug Supply,Referral,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,REFER,CARD STOCK,0,0,0,0,ASNEED,DRUG ALL,0,Drug Supply,Referral,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,REFER,CARD STOCK,0,0,0,0,ASNEED,TREND,0,Drug Supply,Referral,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,REFER,CARD STOCK,0,0,0,0,ASNEED,DECISION,0,Drug Supply,Referral,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,DRUG ALL,0,Drug Supply,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,TREND,0,Drug Supply,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,0,0,0,0,ASNEED,DECISION,0,Drug Supply,Drug Supply,Supply Chain Manager,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,DRUG ALL,0,Drug Supply,Drug Supply,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,TREND,0,Drug Supply,Drug Supply,Stock Card,2,District
2406,DM,1,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,0,0,0,0,ASNEED,DECISION,0,Drug Supply,Drug Supply,Stock Card,2,District
2406,DM,2,DRUG CONSUMP,TESTKIT,PER SUPPLY,0,0,0,0,MONTHLY,PLAN,0,Drug Consumption,Test Kits Used,Supply Chain Manager,2,District
2406,DM,2,DRUG CONSUMP,TESTKIT,PER SUPPLY,0,0,0,0,MONTHLY,DRUG ALL,0,Drug Consumption,Test Kits Used,Supply Chain Manager,2,District
2406,DM,2,DRUG CONSUMP,TESTKIT,PER SUPPLY,0,0,0,0,MONTHLY,DRUG MANAGE,0,Drug Consumption,Test Kits Used,Supply Chain Manager,2,District
2406,DM,2,DRUG CONSUMP,TESTKIT,PER SUPPLY,0,0,0,0,MONTHLY,GENRPT,0,Drug Consumption,Test Kits Used,Supply Chain Manager,2,District
2406,DM,2,DRUG CONSUMP,TESTKIT,CARD STOCK,0,0,0,0,MONTHLY,PLAN,0,Drug Consumption,Test Kits Used,Stock Card,2,District
2406,DM,2,DRUG CONSUMP,TESTKIT,CARD STOCK,0,0,0,0,MONTHLY,DRUG ALL,0,Drug Consumption,Test Kits Used,Stock Card,2,District
2406,DM,2,DRUG CONSUMP,TESTKIT,CARD STOCK,0,0,0,0,MONTHLY,DRUG MANAGE,0,Drug Consumption,Test Kits Used,Stock Card,2,District
2406,DM,2,DRUG CONSUMP,TESTKIT,CARD STOCK,0,0,0,0,MONTHLY,GENRPT,0,Drug Consumption,Test Kits Used,Stock Card,2,District
2406,DM,7,DRUG CONSUMP,TESTKIT,PER SUPPLY,0,0,0,0,ASNEED,DRUG ALL,0,Drug Consumption,Test Kits Used,Supply Chain Manager,2,District
2406,DM,7,DRUG CONSUMP,TESTKIT,PER SUPPLY,0,0,0,0,ASNEED,DRUG MANAGE,0,Drug Consumption,Test Kits Used,Supply Chain Manager,2,District
2406,DM,7,DRUG CONSUMP,TESTKIT,CARD STOCK,0,0,0,0,ASNEED,DRUG ALL,0,Drug Consumption,Test Kits Used,Stock Card,2,District
2406,DM,7,DRUG CONSUMP,TESTKIT,CARD STOCK,0,0,0,0,ASNEED,DRUG MANAGE,0,Drug Consumption,Test Kits Used,Stock Card,2,District
2406,DM,9,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,0,0,0,0,MONTHLY,DRUG ALL,0,Drug Consumption,Drug Supply,Supply Chain Manager,2,District
2406,DM,9,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,0,0,0,0,MONTHLY,DRUG MANAGE,0,Drug Consumption,Drug Supply,Supply Chain Manager,2,District
2406,DM,9,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,0,0,0,0,MONTHLY,DRUG ALL,0,Drug Consumption,Drug Supply,Stock Card,2,District
2406,DM,9,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,0,0,0,0,MONTHLY,DRUG MANAGE,0,Drug Consumption,Drug Supply,Stock Card,2,District
2407,DM,1,TREAT,NONE,OFF LAB,0,0,0,0,MONTHLY,RESMOB,0,Patients Treated,Not Transmitted,Laboratory,2,District
2407,DM,1,TREAT,NONE,OFF LAB,0,0,0,0,MONTHLY,STAFFING,0,Patients Treated,Not Transmitted,Laboratory,2,District
2407,DM,1,TEST LIVER,NONE,OFF LAB,0,0,0,0,MONTHLY,RESMOB,0,Test Liver Function,Not Transmitted,Laboratory,2,District
2407,DM,1,TEST LIVER,NONE,OFF LAB,0,0,0,0,MONTHLY,STAFFING,0,Test Liver Function,Not Transmitted,Laboratory,2,District
2407,DM,1,TEST CD4COUNT,NONE,OFF LAB,0,0,0,0,MONTHLY,RESMOB,0,Test CD4 Count,Not Transmitted,Laboratory,2,District
2407,DM,1,TEST CD4COUNT,NONE,OFF LAB,0,0,0,0,MONTHLY,STAFFING,0,Test CD4 Count,Not Transmitted,Laboratory,2,District
2407,DM,2,TEST HIVPOS,BLOODDONOR,REG,0,0,0,0,DAILY M,TREND,0,Test HIV Positive,Blood Donor,Register,2,District
2407,DM,2,TEST HIVPOS,BLOODDONOR,REG,0,0,0,0,DAILY M,DECISION,0,Test HIV Positive,Blood Donor,Register,2,District
2407,DM,2,TEST HIVPOS,BLOODDONOR,REG,0,0,0,0,DAILY M,PROBLEMSOLVE,0,Test HIV Positive,Blood Donor,Register,2,District
2407,DM,2,TEST HIVPOS,BLOODDONOR,FORM,0,0,0,0,DAILY M,TREND,0,Test HIV Positive,Blood Donor,Form,2,District
2407,DM,2,TEST HIVPOS,BLOODDONOR,FORM,0,0,0,0,DAILY M,DECISION,0,Test HIV Positive,Blood Donor,Form,2,District
2407,DM,2,TEST HIVPOS,BLOODDONOR,FORM,0,0,0,0,DAILY M,PROBLEMSOLVE,0,Test HIV Positive,Blood Donor,Form,2,District
2407,DM,2,TEST HIVNEG,BLOODDONOR,REG,0,0,0,0,DAILY M,TREND,0,Test HIV Negative,Blood Donor,Register,2,District
2407,DM,2,TEST HIVNEG,BLOODDONOR,REG,0,0,0,0,DAILY M,DECISION,0,Test HIV Negative,Blood Donor,Register,2,District
2407,DM,2,TEST HIVNEG,BLOODDONOR,REG,0,0,0,0,DAILY M,PROBLEMSOLVE,0,Test HIV Negative,Blood Donor,Register,2,District
2407,DM,2,TEST HIVNEG,BLOODDONOR,FORM,0,0,0,0,DAILY M,TREND,0,Test HIV Negative,Blood Donor,Form,2,District
2407,DM,2,TEST HIVNEG,BLOODDONOR,FORM,0,0,0,0,DAILY M,DECISION,0,Test HIV Negative,Blood Donor,Form,2,District
2407,DM,2,TEST HIVNEG,BLOODDONOR,FORM,0,0,0,0,DAILY M,PROBLEMSOLVE,0,Test HIV Negative,Blood Donor,Form,2,District
