Program,Table,Element,Abbreviation,Topic,HIV_Flag,REPORT_Flag,TB_Flag,ART_Flag,Maternity_Flag,Date_Flag
DHA_MIS,DHA,Total alive on ART,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total alive on ART (incl. patients in transfer),Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total ANC visits by women in the cohort,Total,ANC,Y,Y,N,N,N,N
DHA_MIS,DHA,Total ANC women assessed for ART eligibility,Total,ANC,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total ANC women HIV negative,Total,ANC,Y,Y,N,N,N,N
DHA_MIS,DHA,Total ANC women HIV positive,Total,ANC,Y,Y,N,N,N,N
DHA_MIS,DHA,Total ANC women in the cohort,Total,ANC,Y,Y,N,N,N,N
DHA_MIS,DHA,Total ANC women newly tested for HIV,Total,HIV,Y,Y,N,N,N,N
DHA_MIS,DHA,Total ANC women on ART,Total,ANC,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total ANC women receiving ARVs,Total,ANC,Y,Y,N,N,N,N
DHA_MIS,DHA,Total ANC women tested for syphilis,Total,ANC,Y,Y,N,N,N,N
DHA_MIS,DHA,Total ANC women with ascertained HIV status,Total,ANC,Y,Y,N,N,N,N
DHA_MIS,DHA,Total ANC women with valid prev HIV test,Total,ANC,Y,Y,N,N,N,N
DHA_MIS,DHA,Total ART clinic registrations,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total ART patients on CPT,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total ART women on Depo-Provera,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total babies delivered,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total blood group typing done,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total blood units cross-matched,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total CD4 results produced,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total children in birth cohort,Total,,N,Y,N,N,Y,N
DHA_MIS,DHA,Total children registered,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total children registered for ART,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total clients presenting with referral slip,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total clients tested in last month,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total deliveries at a health facility,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total deliveries before reaching the facility,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total died,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total died (sum of M1  2  3  4+),Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total DNA-PCR specimens collected,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total failed referrals (slips not returned),Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total females registered for ART,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total HCC registrations,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total HIV tested,Total,HIV,Y,Y,N,N,N,N
DHA_MIS,DHA,Total HIV tests available in pharmacy,Total,HIV,Y,Y,N,N,N,N
DHA_MIS,DHA,Total HTC clients served,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total infants with complications,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total live births,Total,,N,Y,N,N,Y,N
DHA_MIS,DHA,Total lymphocytes <threshold,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total not retained,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total not transferred out,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total not transferred out (patients in cohort),Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total on ART (coverage),Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total on first line ART,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total on first line ART adult formul,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total on first line ART paed formul,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total on second line ART,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total on second line ART adult formul,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total on second line ART paed formul,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total opening days/week,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total partner notification slips issued,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total partners not seen,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total partners returned,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total patients in HIV care on CPT,Total,HIV,Y,Y,N,N,N,N
DHA_MIS,DHA,Total PEP clients registered,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total pre-ART patients on CPT,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total pre-ART patients on IPT,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total pre-ART women on Depo-Provera,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total QC tests documented last month,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total results given to guardian,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total results not (yet) given to guardian,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total retained in pre-ART,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total session obs forms filled last quarter (seen),Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total starting ART in WHO stage 1/2,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total starting ART with confirmed HIV infection,Total,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Total starting ART with TB,Total,ART,Y,Y,Y,Y,N,N
DHA_MIS,DHA,Total STI clients,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total STI clients treated,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total TB patients registered,Total,,N,Y,Y,N,N,N
DHA_MIS,DHA,Total testing units/locations,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total tests available in testing rooms,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total tests in testing rooms (utilization),Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total unaccounted tests,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total units cross-matched (sum),Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total units from MBTS (estimated),Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total units from replacement donors,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total women completing ANC in the reporting period,Total,ANC,Y,Y,N,N,N,N
DHA_MIS,DHA,Total women HIV negative,Total,HIV,Y,Y,N,N,N,N
DHA_MIS,DHA,Total women HIV positive,Total,HIV,Y,Y,N,N,N,N
DHA_MIS,DHA,Total women in booking cohort,Total,,N,Y,N,N,N,N
DHA_MIS,DHA,Total women in HIV care on Depo-Provera,Total,HIV,Y,Y,N,N,N,N
DHA_MIS,DHA,Transferred out,Transferred,,N,N,N,N,N,N
DHA_MIS,DHA,Transfers between sites,Transfers,,N,N,N,N,N,N
DHA_MIS,DHA,Transfers out (double counted),Transfers,,N,N,N,N,N,N
DHA_MIS,DHA,Transfusion reactions,Transfusion,,N,N,N,N,N,N
DHA_MIS,DHA,Triangulation: HTC register / daily test inventory,Triangulation:,,N,Y,N,N,N,N
DHA_MIS,DHA,Trimester of first visit,Trimester,,N,N,N,N,N,N
DHA_MIS,DHA,TTV doses,TTV,,N,N,N,N,N,N
DHA_MIS,DHA,Twin / multiple babies,Twin,,N,N,N,N,N,N
DHA_MIS,DHA,UD,UD,,N,N,N,N,N,N
DHA_MIS,DHA,Unexpected growth (transfers in),Unexpected,,N,N,N,N,N,N
DHA_MIS,DHA,Unexpexted growth (new starts),Unexpexted,,N,N,N,N,N,N
DHA_MIS,DHA,UNICEF,UNICEF,,N,N,N,N,N,N
DHA_MIS,DHA,Uni-Gold HIV physical stock count,Uni-Gold,HIV,Y,N,N,N,N,N
DHA_MIS,DHA,Uni-Gold HIV stock card available,Uni-Gold,HIV,Y,N,N,N,N,N
DHA_MIS,DHA,Uni-Gold HIV stock card last entry date,Uni-Gold,HIV,Y,N,N,N,N,Y
DHA_MIS,DHA,Uni-Gold HIV stock card last position,Uni-Gold,HIV,Y,N,N,N,N,N
DHA_MIS,DHA,Uni-Gold HIV1/2,Uni-Gold,,N,N,N,N,N,N
DHA_MIS,DHA,Units cross-matched for maternity,Units,,N,N,N,N,Y,N
DHA_MIS,DHA,Units cross-matched for other ward,Units,,N,N,N,N,N,N
DHA_MIS,DHA,Units cross-matched for paediatrics,Units,,N,N,N,N,N,N
DHA_MIS,DHA,Units transfused without adverse events,Units,,N,N,N,N,N,N
DHA_MIS,DHA,Units with confirmed transfusion reactions,Units,,N,N,N,N,N,N
DHA_MIS,DHA,Units with suspected transfusion reactions,Units,,N,N,N,N,N,N
DHA_MIS,DHA,Unknown,Unknown,,N,N,N,N,N,N
DHA_MIS,DHA,Unknown / other,Unknown,,N,N,N,N,N,N
DHA_MIS,DHA,Unknown / reason outside of guidelines,Unknown,,N,N,N,N,N,N
DHA_MIS,DHA,Unspec. TB within the last 24 months or current,Unspec.,,N,Y,Y,N,N,N
DHA_MIS,DHA,Urban,Urban,,N,N,N,N,N,N
DHA_MIS,DHA,Used for clients,Used,,N,N,N,N,N,N
DHA_MIS,DHA,Used for other purposes,Used,,N,N,N,N,N,N
DHA_MIS,DHA,Vacuum extraction,Vacuum,,N,N,N,N,N,N
DHA_MIS,DHA,vaginal tabs,vaginal,,N,N,N,N,N,N
DHA_MIS,DHA,Valid previous test result,Valid,,N,N,N,N,N,N
DHA_MIS,DHA,Verified data left behind at site,Verified,,N,N,N,N,N,N
DHA_MIS,DHA,vials,vials,,N,N,N,N,N,N
DHA_MIS,DHA,Vincristine,Vincristine,,N,N,N,N,N,N
DHA_MIS,DHA,Viral load: months on ART  bled  result recorded,Viral,ART,Y,Y,N,Y,N,N
DHA_MIS,DHA,Visits per woman,Visits,,N,Y,N,N,N,N
DHA_MIS,DHA,Vit A given,Vit,,N,N,N,N,N,N
DHA_MIS,DHA,Vit A not given,Vit,,N,N,N,N,N,N
DHA_MIS,DHA,Vitamin A,Vitamin,,N,Y,N,N,N,N
DHA_MIS,DHA,VMMC,VMMC,VMMC,N,N,N,N,N,N
DHA_MIS,DHA,VMMC - 1st month,VMMC,VMMC,N,Y,N,N,N,N
DHA_MIS,DHA,VMMC - 2nd month,VMMC,VMMC,N,Y,N,N,N,N
DHA_MIS,DHA,VMMC - 3rd month,VMMC,VMMC,N,Y,N,N,N,N
DHA_MIS,DHA,VMMC Program,VMMC,VMMC,N,N,N,N,N,N
DHA_MIS,DHA,VMMC report check sums,VMMC,VMMC,N,N,N,N,N,N
DHA_MIS,DHA,VMMC report ver2,VMMC,VMMC,N,N,N,N,N,N
DHA_MIS,DHA,VMMC services report,VMMC,VMMC,N,N,N,N,N,N
DHA_MIS,DHA,Waiting area clean  adequate seating,Waiting,,N,N,N,N,N,N
DHA_MIS,DHA,Wall chart job aids (set),Wall,,Y,N,N,N,N,N
DHA_MIS,DHA,Ward,Ward,,N,N,N,N,N,N
DHA_MIS,DHA,Weighing scale adult,Weighing,,N,N,N,N,N,N
DHA_MIS,DHA,Weight less 2500g,Weight,,N,N,N,N,N,N
DHA_MIS,DHA,Well lit,Well,,N,N,N,N,N,N
DHA_MIS,DHA,WHO stage 1 or 2,WHO,,N,N,N,N,N,N
DHA_MIS,DHA,WHO stage 3,WHO,,N,N,N,N,N,N
DHA_MIS,DHA,WHO stage 4,WHO,,N,N,N,N,N,N
DHA_MIS,DHA,Women with 1 visit,Women,,N,N,N,N,N,N
DHA_MIS,DHA,Women with 2 visits,Women,,N,Y,N,N,N,N
DHA_MIS,DHA,Women with 3 visits,Women,,N,Y,N,N,N,N
DHA_MIS,DHA,Women with 4 visits,Women,,N,Y,N,N,N,N
DHA_MIS,DHA,Women with 5+ visits,Women,,N,Y,N,N,N,N
DHA_MIS,DHA,Women with first visit in reporting period,Women,,N,N,N,N,N,N
DHA_MIS,DHA,YesNoBlank,YesNoBlank,,N,N,N,N,N,N
DHA_MIS,DHA,Young adults 15-24 years (Age group C),Young,,N,N,N,N,N,N
DHA_MIS,DHA,Zomba,Zomba,,N,N,N,N,N,N
DHA_MIS,DHA,Zonal ART Program Supervisor,Zonal,ART,Y,N,N,Y,N,N
DHA_MIS,DHA,Zonal TB Program Supervisor,Zonal,,N,N,Y,N,N,N
DHA_MIS,DHA,Zones,Zones,,N,N,N,N,N,N
HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY CLINICAL OFFICER,#,HR,N,Y,N,N,N,N
HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY DOCTOR,#,HR,N,Y,N,N,N,N
HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY HSA,#,HR,N,Y,N,N,N,N
HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY MA,#,HR,N,Y,N,N,N,N
HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY NURSE INT,#,HR,N,Y,N,N,N,N
HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY REGNURSE,#,HR,N,Y,N,N,N,N
HMIS,DHIS,3 MONTHS REVIEW HIV,3,HIV,Y,Y,N,N,N,N
HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION ANC PMTC,A,ANC,Y,Y,N,N,N,N
HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION OPD,A,SS,N,Y,N,N,N,N
HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION OTHER,A,SS,N,Y,N,N,N,N
HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION PRE ART ART,A,ART,Y,Y,N,Y,N,N
HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION TB,A,SS,N,Y,Y,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF COMMUNITY MEETINGS COMMEMORATION DAYS,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF COMMUNITY MEETINGS COMMEMORATION DAYS FEMALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF COMMUNITY MEETINGS COMMEMORATION DAYS MALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF FILM SHOWS,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF FILM SHOWS FEMALE,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF FILM SHOWS MALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF INTERACTIVE DRAMA FEMALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF INTERACTIVE DRAMA MALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF INTERACTIVE DRAMA SESSIONS,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF ROAD SHOWS,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF ROAD SHOWS FEMALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF ROAD SHOWS MALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES FLIPCHART,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES LEAFLETS,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES NONE,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES POSTERS,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE DIARRHEA DISEASES TV DVDS,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE DIARRHOEAL DISEASES DISTRICT HOSPITAL,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE DIARRHOEAL DISEASES HEALTH CENTRE,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE DIARRHOEAL DISEASES HEALTH POST,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE DIARRHOEAL DISEASES OTHER,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE DIARRHOEAL DISEASES RURAL COMM HOSP,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE DIARRHOEAL DISEASES TOTAL# PROVIDED IN THIS QUARTER,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE FLACCID PARALYSIS UNDER 15 YEARS ADMISSION,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE FLACCID PARALYSIS UNDER 15 YEARS INPATIENT DEATH,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE PSYCHIATRIC DISORDER ADMISSION,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE PSYCHIATRIC DISORDER INPATIENT DEATH,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE PSYCHIATRIC DISORDER NEW,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF COMMUNITY MEETINGS COMMEMORATION DAYS,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF COMMUNITY MEETINGS COMMEMORATION DAYS FEMALE,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF COMMUNITY MEETINGS COMMEMORATION DAYS MALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF FILM SHOWS,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF FILM SHOWS FEMALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF FILM SHOWS MALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF INTERACTIVE DRAMA SESSIONS,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF INTERACTIVE DRAMA SESSIONS FEMALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF INTERACTIVE DRAMA SESSIONS MALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF ROAD SHOWS,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF ROAD SHOWS FEMALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF ROAD SHOWS MALES,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS DISTRICT HOSPITAL,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS FLIPCHART,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS HEALTH CENTRE,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS HEALTH POST,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS LEAFLETS,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS NONE,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS OTHER,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS POSTERS,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS RURAL COMM HOSP,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS TOTAL # PROVIDED IN THIS QUARTER,ACUTE,OPD,N,Y,N,N,N,N
HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS TV DVDS,ACUTE,OPD,N,N,N,N,N,N
HMIS,DHIS,ADMISSIONS FROM ALL CAUSES,ADMISSIONS,,N,N,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS ADMISSIONS,ADOLESCENT,OPD,N,N,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS DEFAULT  LOST TO FOLLOW UP  F,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS DIED H,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE ADMISSIONS,ADOLESCENT,OPD,N,N,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE DEFAULT LOST TO FOLLOW UP  F,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE DIED H,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE NON RECOVERED  TREATMENT FAILURE  I,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE RECOVERED  TRANSITIONED  E,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE RECOVERED TRANSITIONED  E,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL AT THE END OF THE MONTH,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL AT THE START OF THE MONTH,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL WHO RECEIVED SUPPLEMENTARY,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL=E+F+H+I+J,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TRANSFERRED OUT J,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS NON RECOVERED  TREATMENT FAILURE  I,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS RECOVERED  TRANSITIONED  E,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL AT THE END OF THE MONTH,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL AT THE START OF THE MONTH,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL=E+F+H+I+J,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADOLESCENT 12 18 YEARS TRANSFERRED OUT J,ADOLESCENT,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER ADMISSIONS,ADULTS,OPD,N,N,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER DEFAULT  LOST TO FOLLOW UP  F,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER DIED H,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE ADMISSIONS,ADULTS,OPD,N,N,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE DEFAULT LOST TO FOLLOW UP  F,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE DIED H,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE NON RECOVERED  TREATMENT FAILURE  I,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE RECOVERED  TRANSITIONED  E,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL AT THE END OF THE MONTH,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL AT THE START OF THE MONTH,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL WHO RECEIVED SUPPLEMENTARY FOOD,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL=E+F+H+I+J,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TRANSFERRED OUT,ADULTS,OPD,N,N,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER NON RECOVERED  TREATMENT FAILURE  I,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER RECOVERED  TRANSITIONED  E,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER TOTAL AT THE END OF THE MONTH,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER TOTAL AT THE START OF THE MONTH,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER TOTAL=E+F+H+I+J,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ADULTS 19 YEARS OR OLDER TRANSFERRED OUT J,ADULTS,OPD,N,Y,N,N,N,N
HMIS,DHIS,ALL OTHER COMMUNICABLE DISEASES ADMISSION,ALL,,N,N,N,N,N,N
HMIS,DHIS,ALL OTHER COMMUNICABLE DISEASES INPATIENT DEATH,ALL,,N,N,N,N,N,N
HMIS,DHIS,ALL OTHER COMMUNICABLE DISEASES NEW,ALL,,N,N,N,N,N,N
HMIS,DHIS,ALL OTHER NON COMMUNICABLE DISEASES NEW,ALL,,N,N,N,N,N,N
HMIS,DHIS,ALL OTHER POSITIONS,ALL,,N,N,N,N,N,N
HMIS,DHIS,ALL OTHER SURGICAL CONDITIONS ADMISSION,ALL,,N,N,N,N,N,N
HMIS,DHIS,ALL OTHER SURGICAL CONDITIONS INPATIENT DEATH,ALL,,N,N,N,N,N,N
